[2024-11-09 09:48:52,332][INFO] 
===== vgg19-4-feature-500-2024-11-09-09-48-52 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0004
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: vgg19
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 4
  loose_bound: 0.0314
  divided_repair: 5
  accuracy_loss: <function CifarArgParser.setup_rest.<locals>.ce_loss at 0x7c95e2369d30>
  reset_params: False
  train_datasize: 10000
  test_datasize: 5000
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7c961b59e0d0>
[2024-11-09 10:16:24,240][INFO] --get the 3 part of the feature_lb and feature_ub
[2024-11-09 10:16:24,240][INFO] --sample the 4 part of the originalset
[2024-11-09 10:16:24,241][INFO] --PGD sample 1 image
[2024-11-09 10:16:28,443][INFO] --PGD sample 2 image
[2024-11-09 10:16:32,529][INFO] --PGD sample 3 image
[2024-11-09 10:16:36,550][INFO] --PGD sample 4 image
[2024-11-09 10:16:40,689][INFO] --PGD sample 5 image
[2024-11-09 10:16:44,745][INFO] --PGD sample 6 image
[2024-11-09 10:16:48,969][INFO] --PGD sample 7 image
[2024-11-09 10:16:53,040][INFO] --PGD sample 8 image
[2024-11-09 10:16:57,166][INFO] --PGD sample 9 image
[2024-11-09 10:17:01,255][INFO] --PGD sample 10 image
[2024-11-09 10:17:05,280][INFO] --PGD sample 11 image
[2024-11-09 10:17:09,470][INFO] --PGD sample 12 image
[2024-11-09 10:17:13,596][INFO] --PGD sample 13 image
[2024-11-09 10:17:17,888][INFO] --PGD sample 14 image
[2024-11-09 10:17:22,098][INFO] --PGD sample 15 image
[2024-11-09 10:17:26,888][INFO] --PGD sample 16 image
[2024-11-09 10:17:31,690][INFO] --PGD sample 17 image
[2024-11-09 10:17:36,478][INFO] --PGD sample 18 image
[2024-11-09 10:17:41,275][INFO] --PGD sample 19 image
[2024-11-09 10:17:46,084][INFO] --PGD sample 20 image
[2024-11-09 10:17:50,895][INFO] --PGD sample 21 image
[2024-11-09 10:17:55,691][INFO] --PGD sample 22 image
[2024-11-09 10:18:00,499][INFO] --PGD sample 23 image
[2024-11-09 10:18:05,303][INFO] --PGD sample 24 image
[2024-11-09 10:18:10,114][INFO] --PGD sample 25 image
[2024-11-09 10:18:14,924][INFO] --PGD sample 26 image
[2024-11-09 10:18:19,738][INFO] --PGD sample 27 image
[2024-11-09 10:18:24,441][INFO] --PGD sample 28 image
[2024-11-09 10:18:29,126][INFO] --PGD sample 29 image
[2024-11-09 10:18:33,815][INFO] --PGD sample 30 image
[2024-11-09 10:18:38,497][INFO] --PGD sample 31 image
[2024-11-09 10:18:43,191][INFO] --PGD sample 32 image
[2024-11-09 10:18:47,879][INFO] --PGD sample 33 image
[2024-11-09 10:18:52,567][INFO] --PGD sample 34 image
[2024-11-09 10:18:57,268][INFO] --PGD sample 35 image
[2024-11-09 10:19:01,969][INFO] --PGD sample 36 image
[2024-11-09 10:19:06,671][INFO] --PGD sample 37 image
[2024-11-09 10:19:11,378][INFO] --PGD sample 38 image
[2024-11-09 10:19:16,065][INFO] --PGD sample 39 image
[2024-11-09 10:19:20,775][INFO] --PGD sample 40 image
[2024-11-09 10:19:25,495][INFO] --PGD sample 41 image
[2024-11-09 10:19:30,257][INFO] --PGD sample 42 image
[2024-11-09 10:19:35,081][INFO] --PGD sample 43 image
[2024-11-09 10:19:39,878][INFO] --PGD sample 44 image
[2024-11-09 10:19:44,702][INFO] --PGD sample 45 image
[2024-11-09 10:19:49,508][INFO] --PGD sample 46 image
[2024-11-09 10:19:54,340][INFO] --PGD sample 47 image
[2024-11-09 10:19:59,180][INFO] --PGD sample 48 image
[2024-11-09 10:20:04,025][INFO] --PGD sample 49 image
[2024-11-09 10:20:08,865][INFO] --PGD sample 50 image
[2024-11-09 10:20:13,661][INFO] --PGD sample 51 image
[2024-11-09 10:20:18,430][INFO] --PGD sample 52 image
[2024-11-09 10:20:23,281][INFO] --PGD sample 53 image
[2024-11-09 10:20:28,128][INFO] --PGD sample 54 image
[2024-11-09 10:20:32,984][INFO] --PGD sample 55 image
[2024-11-09 10:20:37,839][INFO] --PGD sample 56 image
[2024-11-09 10:20:42,676][INFO] --PGD sample 57 image
[2024-11-09 10:20:47,519][INFO] --PGD sample 58 image
[2024-11-09 10:20:52,365][INFO] --PGD sample 59 image
[2024-11-09 10:20:57,222][INFO] --PGD sample 60 image
[2024-11-09 10:21:02,083][INFO] --PGD sample 61 image
[2024-11-09 10:21:06,871][INFO] --PGD sample 62 image
[2024-11-09 10:21:11,630][INFO] --PGD sample 63 image
[2024-11-09 10:21:16,378][INFO] --PGD sample 64 image
[2024-11-09 10:21:21,147][INFO] --PGD sample 65 image
[2024-11-09 10:21:25,882][INFO] --PGD sample 66 image
[2024-11-09 10:21:30,715][INFO] --PGD sample 67 image
[2024-11-09 10:21:35,547][INFO] --PGD sample 68 image
[2024-11-09 10:21:40,377][INFO] --PGD sample 69 image
[2024-11-09 10:21:45,207][INFO] --PGD sample 70 image
[2024-11-09 10:21:50,022][INFO] --PGD sample 71 image
[2024-11-09 10:21:54,082][INFO] --PGD sample 72 image
[2024-11-09 10:21:57,749][INFO] --PGD sample 73 image
[2024-11-09 10:22:01,416][INFO] --PGD sample 74 image
[2024-11-09 10:22:05,091][INFO] --PGD sample 75 image
[2024-11-09 10:22:08,754][INFO] --PGD sample 76 image
[2024-11-09 10:22:12,424][INFO] --PGD sample 77 image
[2024-11-09 10:22:16,097][INFO] --PGD sample 78 image
[2024-11-09 10:22:19,779][INFO] --PGD sample 79 image
[2024-11-09 10:22:23,454][INFO] --PGD sample 80 image
[2024-11-09 10:22:27,120][INFO] --PGD sample 81 image
[2024-11-09 10:22:30,797][INFO] --PGD sample 82 image
[2024-11-09 10:22:34,488][INFO] --PGD sample 83 image
[2024-11-09 10:22:38,175][INFO] --PGD sample 84 image
[2024-11-09 10:22:41,867][INFO] --PGD sample 85 image
[2024-11-09 10:22:45,563][INFO] --PGD sample 86 image
[2024-11-09 10:22:49,274][INFO] --PGD sample 87 image
[2024-11-09 10:22:52,975][INFO] --PGD sample 88 image
[2024-11-09 10:22:56,651][INFO] --PGD sample 89 image
[2024-11-09 10:23:00,314][INFO] --PGD sample 90 image
[2024-11-09 10:23:03,982][INFO] --PGD sample 91 image
[2024-11-09 10:23:07,641][INFO] --PGD sample 92 image
[2024-11-09 10:23:11,310][INFO] --PGD sample 93 image
[2024-11-09 10:23:14,990][INFO] --PGD sample 94 image
[2024-11-09 10:23:18,663][INFO] --PGD sample 95 image
[2024-11-09 10:23:22,351][INFO] --PGD sample 96 image
[2024-11-09 10:23:26,033][INFO] --PGD sample 97 image
[2024-11-09 10:23:29,717][INFO] --PGD sample 98 image
[2024-11-09 10:23:33,406][INFO] --PGD sample 99 image
[2024-11-09 10:23:37,067][INFO] --PGD sample 100 image
[2024-11-09 10:23:42,839][INFO] --get the 4 part of the feature_lb and feature_ub
[2024-11-09 10:26:12,763][INFO] --Test repair set accuracy 0.0
[2024-11-09 10:26:12,840][INFO] --Patch network: --- feature PatchNet ---
Name: feature patch network 499
--- End of feature PatchNet ---
[2024-11-09 10:26:12,847][INFO] [0m 0s (0.002 seconds)] Start repair part 0: 0
[2024-11-09 10:26:12,847][INFO] [0m 0s (0.002 seconds)] After epoch 0:
[2024-11-09 10:26:12,847][INFO] Loaded 100 abstractions for training.
[2024-11-09 10:26:12,969][INFO] min loss 1.8491319417953491, max loss 90.53596496582031.
[2024-11-09 10:26:12,973][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-09 10:26:13,026][INFO] Test set accuracy 0.9342.
[2024-11-09 10:26:13,026][INFO] repair set accuracy 0.01.
[2024-11-09 10:26:13,026][INFO] attacked test set accuracy 0.003.
[2024-11-09 10:26:13,026][INFO] 
[0m 0s (0.181 seconds)] Starting epoch 1:
[2024-11-09 10:26:13,374][INFO] [0m 0s (0.529 seconds)] After epoch 1:
[2024-11-09 10:26:13,375][INFO] Loaded 100 abstractions for training.
[2024-11-09 10:26:13,497][INFO] min loss 0.0, max loss 0.0.
[2024-11-09 10:26:13,497][INFO] All 100 abstractions certified.
[2024-11-09 10:26:13,549][INFO] Test set accuracy 0.9342.
[2024-11-09 10:26:13,549][INFO] repair set accuracy 1.0.
[2024-11-09 10:26:13,549][INFO] attacked test set accuracy 1.0.
[2024-11-09 10:26:13,607][INFO] Accuracy at every epoch: [0.9342, 0.9342]
[2024-11-09 10:26:13,607][INFO] After 1 epochs / 0m 0s (0.704 seconds), eventually the trained network got certified? True, with 0.9342 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-09 10:26:13,610][INFO] [0m 0s (0.765 seconds)] Start repair part 1: 100
[2024-11-09 10:26:13,610][INFO] [0m 0s (0.765 seconds)] After epoch 0:
[2024-11-09 10:26:13,610][INFO] Loaded 100 abstractions for training.
[2024-11-09 10:26:13,732][INFO] min loss 1.3290671110153198, max loss 85.263916015625.
[2024-11-09 10:26:13,736][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-09 10:26:13,789][INFO] Test set accuracy 0.9342.
[2024-11-09 10:26:13,789][INFO] repair set accuracy 0.0.
[2024-11-09 10:26:13,789][INFO] attacked test set accuracy 0.001.
[2024-11-09 10:26:13,789][INFO] 
[0m 0s (0.943 seconds)] Starting epoch 1:
[2024-11-09 10:26:14,114][INFO] [0m 1s (1.268 seconds)] After epoch 1:
[2024-11-09 10:26:14,114][INFO] Loaded 100 abstractions for training.
[2024-11-09 10:26:14,236][INFO] min loss 0.0, max loss 0.0.
[2024-11-09 10:26:14,236][INFO] All 100 abstractions certified.
[2024-11-09 10:26:14,289][INFO] Test set accuracy 0.9342.
[2024-11-09 10:26:14,289][INFO] repair set accuracy 1.0.
[2024-11-09 10:26:14,289][INFO] attacked test set accuracy 1.0.
[2024-11-09 10:26:14,362][INFO] Accuracy at every epoch: [0.9342, 0.9342]
[2024-11-09 10:26:14,362][INFO] After 1 epochs / 0m 1s (1.444 seconds), eventually the trained network got certified? True, with 0.9342 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-09 10:26:14,365][INFO] [0m 1s (1.520 seconds)] Start repair part 2: 200
[2024-11-09 10:26:14,365][INFO] [0m 1s (1.520 seconds)] After epoch 0:
[2024-11-09 10:26:14,365][INFO] Loaded 100 abstractions for training.
[2024-11-09 10:26:14,486][INFO] min loss 1.7355917692184448, max loss 89.37821960449219.
[2024-11-09 10:26:14,491][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-09 10:26:14,543][INFO] Test set accuracy 0.9342.
[2024-11-09 10:26:14,543][INFO] repair set accuracy 0.0.
[2024-11-09 10:26:14,543][INFO] attacked test set accuracy 0.004.
[2024-11-09 10:26:14,543][INFO] 
[0m 1s (1.697 seconds)] Starting epoch 1:
[2024-11-09 10:26:14,883][INFO] [0m 2s (2.037 seconds)] After epoch 1:
[2024-11-09 10:26:14,883][INFO] Loaded 100 abstractions for training.
[2024-11-09 10:26:15,006][INFO] min loss 0.0, max loss 0.0.
[2024-11-09 10:26:15,006][INFO] All 100 abstractions certified.
[2024-11-09 10:26:15,059][INFO] Test set accuracy 0.9342.
[2024-11-09 10:26:15,059][INFO] repair set accuracy 1.0.
[2024-11-09 10:26:15,059][INFO] attacked test set accuracy 1.0.
[2024-11-09 10:26:15,131][INFO] Accuracy at every epoch: [0.9342, 0.9342]
[2024-11-09 10:26:15,131][INFO] After 1 epochs / 0m 2s (2.214 seconds), eventually the trained network got certified? True, with 0.9342 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-09 10:26:15,135][INFO] [0m 2s (2.290 seconds)] Start repair part 3: 300
[2024-11-09 10:26:15,135][INFO] [0m 2s (2.290 seconds)] After epoch 0:
[2024-11-09 10:26:15,135][INFO] Loaded 100 abstractions for training.
[2024-11-09 10:26:15,257][INFO] min loss 1.3421766757965088, max loss 57.386837005615234.
[2024-11-09 10:26:15,261][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-09 10:26:15,314][INFO] Test set accuracy 0.9342.
[2024-11-09 10:26:15,314][INFO] repair set accuracy 0.01.
[2024-11-09 10:26:15,314][INFO] attacked test set accuracy 0.012.
[2024-11-09 10:26:15,314][INFO] 
[0m 2s (2.468 seconds)] Starting epoch 1:
[2024-11-09 10:26:15,680][INFO] [0m 2s (2.835 seconds)] After epoch 1:
[2024-11-09 10:26:15,680][INFO] Loaded 100 abstractions for training.
[2024-11-09 10:26:15,802][INFO] min loss 0.0, max loss 0.0.
[2024-11-09 10:26:15,802][INFO] All 100 abstractions certified.
[2024-11-09 10:26:15,858][INFO] Test set accuracy 0.9342.
[2024-11-09 10:26:15,858][INFO] repair set accuracy 1.0.
[2024-11-09 10:26:15,858][INFO] attacked test set accuracy 1.0.
[2024-11-09 10:26:15,942][INFO] Accuracy at every epoch: [0.9342, 0.9342]
[2024-11-09 10:26:15,942][INFO] After 1 epochs / 0m 3s (3.013 seconds), eventually the trained network got certified? True, with 0.9342 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-09 10:26:15,948][INFO] [0m 3s (3.103 seconds)] Start repair part 4: 400
[2024-11-09 10:26:15,948][INFO] [0m 3s (3.103 seconds)] After epoch 0:
[2024-11-09 10:26:15,949][INFO] Loaded 100 abstractions for training.
[2024-11-09 10:26:16,072][INFO] min loss 1.622387409210205, max loss 103.91312408447266.
[2024-11-09 10:26:16,076][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
