[2023-12-21 05:48:16,057][INFO] 
===== FNN_small-0.1-500-small-2023-12-21-05-48-16 configuration =====
  exp_fn: test_goal_test
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 800
  tiny_width: 0.001
  lr: 0.001
  batch_size: 50
  min_epochs: 25
  max_epochs: 45
  use_scheduler: True
  no_pts: False
  no_abs: False
  no_refine: False
  quiet: False
  debug: False
  net: FNN_small
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  patch_size: small
  repair_radius: 0.1
  divided_repair: 1
  accuracy_loss: <function MnistArgParser.setup_rest.<locals>.ce_loss at 0x7f5cbaad8e50>
  sample_amount: 5000
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f5cbaad8700>
[2023-12-21 05:54:31,353][INFO] correct2 31
[2023-12-21 05:54:31,676][INFO] correct3 0
[2023-12-21 05:54:35,845][INFO] correct1 1
[2023-12-21 05:54:36,559][INFO] correct2 29
[2023-12-21 05:54:36,879][INFO] correct3 0
[2023-12-21 05:54:41,174][INFO] correct1 3
[2023-12-21 05:54:41,852][INFO] correct2 29
[2023-12-21 05:54:42,175][INFO] correct3 0
[2023-12-21 05:54:46,447][INFO] correct1 2
[2023-12-21 05:54:47,674][INFO] correct2 30
[2023-12-21 05:54:48,419][INFO] correct3 0
[2023-12-21 05:54:52,779][INFO] correct1 4
[2023-12-21 05:54:53,944][INFO] correct2 29
[2023-12-21 05:54:54,725][INFO] correct3 0
[2023-12-21 05:54:59,088][INFO] correct1 4
[2023-12-21 05:54:59,845][INFO] correct2 30
[2023-12-21 05:55:00,188][INFO] correct3 0
[2023-12-21 05:55:04,461][INFO] correct1 1
[2023-12-21 05:55:05,678][INFO] correct2 31
[2023-12-21 05:55:06,489][INFO] correct3 0
[2023-12-21 05:55:10,788][INFO] correct1 1
[2023-12-21 05:55:11,492][INFO] correct2 31
[2023-12-21 05:55:11,839][INFO] correct3 0
[2023-12-21 05:55:16,146][INFO] correct1 3
[2023-12-21 05:55:16,868][INFO] correct2 30
[2023-12-21 05:55:17,204][INFO] correct3 0
[2023-12-21 05:55:21,703][INFO] correct1 3
[2023-12-21 05:55:22,875][INFO] correct2 31
[2023-12-21 05:55:23,675][INFO] correct3 0
[2023-12-21 05:55:25,336][INFO] correct1 0
[2023-12-21 05:55:26,068][INFO] correct2 27
[2023-12-21 05:55:26,391][INFO] correct3 0
[2023-12-21 05:55:30,697][INFO] correct1 1
[2023-12-21 05:55:31,901][INFO] correct2 32
[2023-12-21 05:55:32,732][INFO] correct3 0
[2023-12-21 05:55:37,039][INFO] correct1 3
[2023-12-21 05:55:38,281][INFO] correct2 31
[2023-12-21 05:55:39,088][INFO] correct3 0
[2023-12-21 05:55:43,278][INFO] correct1 1
[2023-12-21 05:55:44,475][INFO] correct2 29
[2023-12-21 05:55:45,735][INFO] correct3 0
[2023-12-21 05:55:50,147][INFO] correct1 4
[2023-12-21 05:55:51,350][INFO] correct2 28
[2023-12-21 05:55:51,666][INFO] correct3 0
[2023-12-21 05:55:55,877][INFO] correct1 3
[2023-12-21 05:55:56,579][INFO] correct2 31
[2023-12-21 05:55:56,899][INFO] correct3 0
[2023-12-21 05:56:01,269][INFO] correct1 1
[2023-12-21 05:56:02,483][INFO] correct2 31
[2023-12-21 05:56:03,238][INFO] correct3 0
[2023-12-21 05:56:07,602][INFO] correct1 2
[2023-12-21 05:56:08,292][INFO] correct2 31
[2023-12-21 05:56:08,620][INFO] correct3 0
[2023-12-21 05:56:13,019][INFO] correct1 4
[2023-12-21 05:56:13,739][INFO] correct2 30
[2023-12-21 05:56:14,062][INFO] correct3 0
[2023-12-21 05:56:18,312][INFO] correct1 1
[2023-12-21 05:56:18,985][INFO] correct2 30
[2023-12-21 05:56:19,311][INFO] correct3 0
[2023-12-21 05:56:23,754][INFO] correct1 6
[2023-12-21 05:56:24,525][INFO] correct2 30
[2023-12-21 05:56:24,845][INFO] correct3 0
[2023-12-21 05:56:29,252][INFO] correct1 3
[2023-12-21 05:56:29,991][INFO] correct2 28
[2023-12-21 05:56:30,315][INFO] correct3 0
[2023-12-21 05:56:34,732][INFO] correct1 6
[2023-12-21 05:56:35,946][INFO] correct2 32
[2023-12-21 05:56:36,738][INFO] correct3 0
[2023-12-21 05:56:41,301][INFO] correct1 4
[2023-12-21 05:56:42,049][INFO] correct2 32
[2023-12-21 05:56:42,382][INFO] correct3 0
[2023-12-21 05:56:47,015][INFO] correct1 1
[2023-12-21 05:56:47,780][INFO] correct2 28
[2023-12-21 05:56:48,119][INFO] correct3 0
[2023-12-21 05:56:52,757][INFO] correct1 3
[2023-12-21 05:56:53,498][INFO] correct2 29
[2023-12-21 05:56:53,830][INFO] correct3 0
[2023-12-21 05:56:58,285][INFO] correct1 1
[2023-12-21 05:57:00,001][INFO] correct2 31
[2023-12-21 05:57:00,335][INFO] correct3 0
[2023-12-21 05:57:04,891][INFO] correct1 2
[2023-12-21 05:57:05,634][INFO] correct2 30
[2023-12-21 05:57:05,935][INFO] correct3 0
[2023-12-21 05:57:10,466][INFO] correct1 2
[2023-12-21 05:57:11,196][INFO] correct2 31
[2023-12-21 05:57:11,525][INFO] correct3 0
[2023-12-21 05:57:15,754][INFO] correct1 2
[2023-12-21 05:57:16,501][INFO] correct2 31
[2023-12-21 05:57:16,834][INFO] correct3 0
[2023-12-21 05:57:21,143][INFO] correct1 1
[2023-12-21 05:57:21,912][INFO] correct2 29
[2023-12-21 05:57:22,246][INFO] correct3 0
[2023-12-21 05:57:26,551][INFO] correct1 3
[2023-12-21 05:57:27,315][INFO] correct2 31
[2023-12-21 05:57:27,647][INFO] correct3 0
[2023-12-21 05:57:32,156][INFO] correct1 3
[2023-12-21 05:57:32,864][INFO] correct2 28
[2023-12-21 05:57:33,188][INFO] correct3 0
[2023-12-21 05:57:37,625][INFO] correct1 3
[2023-12-21 05:57:38,375][INFO] correct2 30
[2023-12-21 05:57:38,712][INFO] correct3 0
[2023-12-21 05:57:43,287][INFO] correct1 3
[2023-12-21 05:57:44,528][INFO] correct2 29
[2023-12-21 05:57:45,311][INFO] correct3 0
[2023-12-21 05:57:49,712][INFO] correct1 5
[2023-12-21 05:57:50,445][INFO] correct2 32
[2023-12-21 05:57:50,783][INFO] correct3 0
[2023-12-21 05:57:55,454][INFO] correct1 1
[2023-12-21 05:57:56,188][INFO] correct2 27
[2023-12-21 05:57:56,523][INFO] correct3 0
[2023-12-21 05:58:00,996][INFO] correct1 2
[2023-12-21 05:58:01,702][INFO] correct2 31
[2023-12-21 05:58:02,017][INFO] correct3 0
[2023-12-21 05:58:06,417][INFO] correct1 4
[2023-12-21 05:58:07,653][INFO] correct2 32
[2023-12-21 05:58:08,473][INFO] correct3 0
[2023-12-21 05:58:13,041][INFO] correct1 7
[2023-12-21 05:58:13,790][INFO] correct2 30
[2023-12-21 05:58:14,113][INFO] correct3 0
[2023-12-21 05:58:18,396][INFO] correct1 2
[2023-12-21 05:58:19,135][INFO] correct2 30
[2023-12-21 05:58:19,444][INFO] correct3 0
[2023-12-21 05:58:24,157][INFO] correct1 4
[2023-12-21 05:58:24,981][INFO] correct2 32
[2023-12-21 05:58:25,411][INFO] correct3 0
[2023-12-21 05:58:30,944][INFO] correct1 3
[2023-12-21 05:58:32,036][INFO] correct2 32
[2023-12-21 05:58:33,288][INFO] correct3 0
[2023-12-21 05:58:40,242][INFO] correct1 4
[2023-12-21 05:58:41,301][INFO] correct2 29
[2023-12-21 05:58:41,834][INFO] correct3 0
[2023-12-21 05:58:48,470][INFO] correct1 5
[2023-12-21 05:58:49,942][INFO] correct2 31
[2023-12-21 05:58:51,049][INFO] correct3 0
[2023-12-21 05:58:56,809][INFO] correct1 1
[2023-12-21 05:58:57,768][INFO] correct2 31
[2023-12-21 05:58:58,196][INFO] correct3 0
[2023-12-21 05:59:03,206][INFO] correct1 2
[2023-12-21 05:59:04,169][INFO] correct2 31
[2023-12-21 05:59:04,612][INFO] correct3 0
[2023-12-21 05:59:09,586][INFO] correct1 2
[2023-12-21 05:59:10,343][INFO] correct2 31
[2023-12-21 05:59:10,655][INFO] correct3 0
[2023-12-21 05:59:15,240][INFO] correct1 5
[2023-12-21 05:59:15,986][INFO] correct2 30
[2023-12-21 05:59:16,313][INFO] correct3 0
[2023-12-21 05:59:20,831][INFO] correct1 3
[2023-12-21 05:59:22,031][INFO] correct2 28
[2023-12-21 05:59:22,841][INFO] correct3 0
[2023-12-21 05:59:27,129][INFO] correct1 2
[2023-12-21 05:59:28,334][INFO] correct2 26
[2023-12-21 05:59:29,136][INFO] correct3 0
[2023-12-21 05:59:33,728][INFO] correct1 7
[2023-12-21 05:59:34,930][INFO] correct2 31
[2023-12-21 05:59:35,714][INFO] correct3 0
[2023-12-21 05:59:40,126][INFO] correct1 6
[2023-12-21 05:59:40,837][INFO] correct2 31
[2023-12-21 05:59:41,159][INFO] correct3 0
[2023-12-21 05:59:45,713][INFO] correct1 7
[2023-12-21 05:59:46,961][INFO] correct2 30
[2023-12-21 05:59:47,258][INFO] correct3 0
[2023-12-21 05:59:51,599][INFO] correct1 3
[2023-12-21 05:59:52,294][INFO] correct2 30
[2023-12-21 05:59:52,616][INFO] correct3 0
[2023-12-21 05:59:56,934][INFO] correct1 3
[2023-12-21 05:59:57,641][INFO] correct2 29
[2023-12-21 05:59:58,478][INFO] correct3 0
[2023-12-21 06:00:02,932][INFO] correct1 2
[2023-12-21 06:00:03,649][INFO] correct2 29
[2023-12-21 06:00:03,975][INFO] correct3 0
[2023-12-21 06:00:08,349][INFO] correct1 4
[2023-12-21 06:00:09,072][INFO] correct2 28
[2023-12-21 06:00:09,379][INFO] correct3 0
[2023-12-21 06:00:13,864][INFO] correct1 3
[2023-12-21 06:00:14,553][INFO] correct2 28
[2023-12-21 06:00:14,872][INFO] correct3 0
[2023-12-21 06:00:19,295][INFO] correct1 4
[2023-12-21 06:00:19,999][INFO] correct2 30
[2023-12-21 06:00:20,325][INFO] correct3 0
[2023-12-21 06:00:24,721][INFO] correct1 5
[2023-12-21 06:00:25,451][INFO] correct2 31
[2023-12-21 06:00:25,780][INFO] correct3 0
[2023-12-21 06:00:30,348][INFO] correct1 4
[2023-12-21 06:00:32,881][INFO] correct2 30
[2023-12-21 06:00:34,985][INFO] correct3 0
[2023-12-21 06:00:39,235][INFO] correct1 2
[2023-12-21 06:00:39,978][INFO] correct2 26
[2023-12-21 06:00:40,306][INFO] correct3 0
[2023-12-21 06:00:44,732][INFO] correct1 5
[2023-12-21 06:00:45,436][INFO] correct2 29
[2023-12-21 06:00:45,768][INFO] correct3 0
[2023-12-21 06:00:50,119][INFO] correct1 3
[2023-12-21 06:00:51,298][INFO] correct2 29
[2023-12-21 06:00:52,072][INFO] correct3 0
[2023-12-21 06:00:56,632][INFO] correct1 5
[2023-12-21 06:00:57,332][INFO] correct2 30
[2023-12-21 06:00:58,146][INFO] correct3 0
[2023-12-21 06:01:02,693][INFO] correct1 7
[2023-12-21 06:01:03,425][INFO] correct2 31
[2023-12-21 06:01:05,078][INFO] correct3 0
[2023-12-21 06:01:09,678][INFO] correct1 5
[2023-12-21 06:01:10,403][INFO] correct2 30
[2023-12-21 06:01:10,693][INFO] correct3 0
[2023-12-21 06:01:15,244][INFO] correct1 6
[2023-12-21 06:01:15,933][INFO] correct2 29
[2023-12-21 06:01:16,249][INFO] correct3 0
[2023-12-21 06:01:20,373][INFO] correct1 1
[2023-12-21 06:01:21,087][INFO] correct2 30
[2023-12-21 06:01:21,415][INFO] correct3 0
[2023-12-21 06:01:25,670][INFO] correct1 1
[2023-12-21 06:01:26,389][INFO] correct2 27
[2023-12-21 06:01:26,722][INFO] correct3 0
[2023-12-21 06:01:31,216][INFO] correct1 6
[2023-12-21 06:01:31,908][INFO] correct2 29
[2023-12-21 06:01:32,216][INFO] correct3 0
[2023-12-21 06:01:36,538][INFO] correct1 2
[2023-12-21 06:01:37,284][INFO] correct2 29
[2023-12-21 06:01:37,607][INFO] correct3 0
[2023-12-21 06:01:41,852][INFO] correct1 1
[2023-12-21 06:01:42,535][INFO] correct2 28
[2023-12-21 06:01:42,853][INFO] correct3 0
[2023-12-21 06:01:47,258][INFO] correct1 4
[2023-12-21 06:01:47,995][INFO] correct2 31
[2023-12-21 06:01:48,338][INFO] correct3 0
[2023-12-21 06:01:52,768][INFO] correct1 1
[2023-12-21 06:01:53,480][INFO] correct2 31
[2023-12-21 06:01:53,811][INFO] correct3 0
[2023-12-21 06:01:58,291][INFO] correct1 2
[2023-12-21 06:01:59,038][INFO] correct2 31
[2023-12-21 06:01:59,849][INFO] correct3 0
[2023-12-21 06:02:04,396][INFO] correct1 3
[2023-12-21 06:02:05,105][INFO] correct2 28
[2023-12-21 06:02:05,442][INFO] correct3 0
[2023-12-21 06:02:09,853][INFO] correct1 6
[2023-12-21 06:02:10,538][INFO] correct2 30
[2023-12-21 06:02:11,348][INFO] correct3 0
[2023-12-21 06:02:15,770][INFO] correct1 3
[2023-12-21 06:02:16,489][INFO] correct2 28
[2023-12-21 06:02:16,820][INFO] correct3 0
[2023-12-21 06:02:21,411][INFO] correct1 7
[2023-12-21 06:02:23,074][INFO] correct2 32
[2023-12-21 06:02:24,306][INFO] correct3 0
[2023-12-21 06:02:28,688][INFO] correct1 3
[2023-12-21 06:02:29,481][INFO] correct2 26
[2023-12-21 06:02:29,837][INFO] correct3 0
[2023-12-21 06:02:34,809][INFO] correct1 5
[2023-12-21 06:02:36,017][INFO] correct2 31
[2023-12-21 06:02:36,861][INFO] correct3 0
[2023-12-21 06:02:41,399][INFO] correct1 8
[2023-12-21 06:02:42,122][INFO] correct2 32
[2023-12-21 06:02:42,457][INFO] correct3 0
[2023-12-21 06:02:46,830][INFO] correct1 3
[2023-12-21 06:02:47,553][INFO] correct2 32
[2023-12-21 06:02:47,870][INFO] correct3 0
[2023-12-21 06:02:52,259][INFO] correct1 1
[2023-12-21 06:02:52,983][INFO] correct2 31
[2023-12-21 06:02:53,303][INFO] correct3 0
[2023-12-21 06:02:57,736][INFO] correct1 3
[2023-12-21 06:02:58,469][INFO] correct2 31
[2023-12-21 06:02:58,801][INFO] correct3 0
[2023-12-21 06:03:03,329][INFO] correct1 3
[2023-12-21 06:03:04,096][INFO] correct2 27
[2023-12-21 06:03:04,900][INFO] correct3 0
[2023-12-21 06:03:09,218][INFO] correct1 2
[2023-12-21 06:03:09,967][INFO] correct2 32
[2023-12-21 06:03:10,294][INFO] correct3 0
[2023-12-21 06:03:14,782][INFO] correct1 4
[2023-12-21 06:03:15,535][INFO] correct2 29
[2023-12-21 06:03:15,870][INFO] correct3 0
[2023-12-21 06:03:20,021][INFO] correct1 1
[2023-12-21 06:03:20,744][INFO] correct2 30
[2023-12-21 06:03:21,054][INFO] correct3 0
[2023-12-21 06:03:25,437][INFO] correct1 3
[2023-12-21 06:03:26,177][INFO] correct2 28
[2023-12-21 06:03:26,526][INFO] correct3 0
[2023-12-21 06:03:30,818][INFO] correct1 2
[2023-12-21 06:03:31,533][INFO] correct2 30
[2023-12-21 06:03:31,850][INFO] correct3 0
[2023-12-21 06:03:36,469][INFO] correct1 4
[2023-12-21 06:03:37,193][INFO] correct2 30
[2023-12-21 06:03:37,524][INFO] correct3 0
[2023-12-21 06:03:41,907][INFO] correct1 4
[2023-12-21 06:03:42,617][INFO] correct2 30
[2023-12-21 06:03:42,946][INFO] correct3 0
[2023-12-21 06:03:47,484][INFO] correct1 9
[2023-12-21 06:03:52,220][INFO] correct2 32
[2023-12-21 06:03:56,446][INFO] correct3 1
[2023-12-21 06:04:01,264][INFO] correct1 6
[2023-12-21 06:04:03,177][INFO] correct2 32
[2023-12-21 06:04:04,683][INFO] correct3 0
[2023-12-21 06:04:10,066][INFO] correct1 5
[2023-12-21 06:04:10,893][INFO] correct2 29
[2023-12-21 06:04:11,301][INFO] correct3 0
[2023-12-21 06:04:16,731][INFO] correct1 6
[2023-12-21 06:04:17,542][INFO] correct2 32
[2023-12-21 06:04:18,541][INFO] correct3 0
[2023-12-21 06:04:23,994][INFO] correct1 8
[2023-12-21 06:04:24,882][INFO] correct2 31
[2023-12-21 06:04:25,283][INFO] correct3 0
[2023-12-21 06:04:30,480][INFO] correct1 2
[2023-12-21 06:04:31,319][INFO] correct2 32
[2023-12-21 06:04:31,702][INFO] correct3 0
[2023-12-21 06:04:37,131][INFO] correct1 4
[2023-12-21 06:04:38,008][INFO] correct2 30
[2023-12-21 06:04:38,416][INFO] correct3 0
[2023-12-21 06:04:43,819][INFO] correct1 4
[2023-12-21 06:04:45,319][INFO] correct2 31
[2023-12-21 06:04:46,340][INFO] correct3 0
[2023-12-21 06:04:51,622][INFO] correct1 4
[2023-12-21 06:04:53,086][INFO] correct2 30
[2023-12-21 06:04:53,472][INFO] correct3 0
[2023-12-21 06:04:57,814][INFO] correct1 14
[2023-12-21 06:04:59,005][INFO] correct2 32
[2023-12-21 06:05:00,715][INFO] correct3 0
[2023-12-21 06:05:05,163][INFO] correct1 6
[2023-12-21 06:05:05,876][INFO] correct2 31
[2023-12-21 06:05:06,209][INFO] correct3 0
[2023-12-21 06:05:10,677][INFO] correct1 7
[2023-12-21 06:05:13,247][INFO] correct2 32
[2023-12-21 06:05:15,467][INFO] correct3 0
[2023-12-21 06:05:20,104][INFO] correct1 4
[2023-12-21 06:05:23,317][INFO] correct2 31
[2023-12-21 06:05:26,265][INFO] correct3 0
[2023-12-21 06:05:31,882][INFO] correct1 9
[2023-12-21 06:05:33,392][INFO] correct2 31
[2023-12-21 06:05:33,821][INFO] correct3 0
[2023-12-21 06:05:39,676][INFO] correct1 10
[2023-12-21 06:05:41,214][INFO] correct2 32
[2023-12-21 06:05:42,273][INFO] correct3 0
[2023-12-21 06:05:47,762][INFO] correct1 10
[2023-12-21 06:05:49,570][INFO] correct2 32
[2023-12-21 06:05:50,960][INFO] correct3 0
[2023-12-21 06:05:56,867][INFO] correct1 5
[2023-12-21 06:05:57,788][INFO] correct2 31
[2023-12-21 06:05:58,209][INFO] correct3 0
[2023-12-21 06:06:03,668][INFO] correct1 3
[2023-12-21 06:06:05,013][INFO] correct2 32
[2023-12-21 06:06:06,172][INFO] correct3 0
[2023-12-21 06:06:11,797][INFO] correct1 5
[2023-12-21 06:06:12,752][INFO] correct2 31
[2023-12-21 06:06:13,186][INFO] correct3 0
[2023-12-21 06:06:18,592][INFO] correct1 3
[2023-12-21 06:06:19,529][INFO] correct2 31
[2023-12-21 06:06:19,904][INFO] correct3 0
[2023-12-21 06:06:24,916][INFO] correct1 2
[2023-12-21 06:06:25,688][INFO] correct2 31
[2023-12-21 06:06:26,073][INFO] correct3 0
[2023-12-21 06:06:31,693][INFO] correct1 5
[2023-12-21 06:06:34,055][INFO] correct2 31
[2023-12-21 06:06:35,881][INFO] correct3 0
[2023-12-21 06:06:41,571][INFO] correct1 3
[2023-12-21 06:06:42,479][INFO] correct2 31
[2023-12-21 06:06:42,924][INFO] correct3 0
[2023-12-21 06:06:48,847][INFO] correct1 3
[2023-12-21 06:06:50,703][INFO] correct2 29
[2023-12-21 06:06:52,179][INFO] correct3 0
[2023-12-21 06:06:56,662][INFO] correct1 6
[2023-12-21 06:06:58,445][INFO] correct2 31
[2023-12-21 06:06:59,764][INFO] correct3 0
[2023-12-21 06:07:04,318][INFO] correct1 8
[2023-12-21 06:07:05,042][INFO] correct2 32
[2023-12-21 06:07:05,361][INFO] correct3 0
[2023-12-21 06:07:09,739][INFO] correct1 4
[2023-12-21 06:07:10,953][INFO] correct2 32
[2023-12-21 06:07:11,722][INFO] correct3 0
[2023-12-21 06:07:15,982][INFO] correct1 4
[2023-12-21 06:07:16,719][INFO] correct2 31
[2023-12-21 06:07:17,039][INFO] correct3 0
[2023-12-21 06:07:18,740][INFO] correct1 0
[2023-12-21 06:07:19,464][INFO] correct2 31
[2023-12-21 06:07:19,792][INFO] correct3 0
[2023-12-21 06:07:24,282][INFO] correct1 9
[2023-12-21 06:07:25,487][INFO] correct2 32
[2023-12-21 06:07:26,289][INFO] correct3 0
[2023-12-21 06:07:30,585][INFO] correct1 2
[2023-12-21 06:07:31,834][INFO] correct2 28
[2023-12-21 06:07:32,615][INFO] correct3 0
[2023-12-21 06:07:37,042][INFO] correct1 4
[2023-12-21 06:07:38,681][INFO] correct2 30
[2023-12-21 06:07:39,937][INFO] correct3 0
[2023-12-21 06:07:44,083][INFO] correct1 1
[2023-12-21 06:07:45,366][INFO] correct2 27
[2023-12-21 06:07:46,204][INFO] correct3 0
[2023-12-21 06:07:50,944][INFO] correct1 11
[2023-12-21 06:07:52,230][INFO] correct2 30
[2023-12-21 06:07:53,613][INFO] correct3 0
[2023-12-21 06:07:58,337][INFO] correct1 17
[2023-12-21 06:08:00,044][INFO] correct2 32
[2023-12-21 06:08:01,332][INFO] correct3 0
[2023-12-21 06:08:05,974][INFO] correct1 17
[2023-12-21 06:08:10,858][INFO] correct2 32
[2023-12-21 06:08:15,307][INFO] correct3 1
[2023-12-21 06:08:19,964][INFO] correct1 9
[2023-12-21 06:08:21,165][INFO] correct2 29
[2023-12-21 06:08:21,975][INFO] correct3 0
[2023-12-21 06:08:26,525][INFO] correct1 12
[2023-12-21 06:08:28,228][INFO] correct2 32
[2023-12-21 06:08:30,029][INFO] correct3 0
[2023-12-21 06:08:34,625][INFO] correct1 9
[2023-12-21 06:08:35,787][INFO] correct2 32
[2023-12-21 06:08:36,612][INFO] correct3 0
[2023-12-21 06:08:41,162][INFO] correct1 11
[2023-12-21 06:08:42,418][INFO] correct2 32
[2023-12-21 06:08:43,248][INFO] correct3 0
[2023-12-21 06:08:47,825][INFO] correct1 8
[2023-12-21 06:08:48,525][INFO] correct2 32
[2023-12-21 06:08:48,833][INFO] correct3 0
[2023-12-21 06:08:53,184][INFO] correct1 15
[2023-12-21 06:08:54,888][INFO] correct2 32
[2023-12-21 06:08:56,293][INFO] correct3 0
[2023-12-21 06:09:00,781][INFO] correct1 11
[2023-12-21 06:09:01,956][INFO] correct2 31
[2023-12-21 06:09:02,731][INFO] correct3 0
[2023-12-21 06:09:07,062][INFO] correct1 3
[2023-12-21 06:09:10,108][INFO] correct2 32
[2023-12-21 06:09:12,684][INFO] correct3 0
[2023-12-21 06:09:17,110][INFO] correct1 6
[2023-12-21 06:09:18,351][INFO] correct2 31
[2023-12-21 06:09:19,647][INFO] correct3 0
[2023-12-21 06:09:24,183][INFO] correct1 3
[2023-12-21 06:09:24,900][INFO] correct2 32
[2023-12-21 06:09:25,234][INFO] correct3 0
[2023-12-21 06:09:29,761][INFO] correct1 3
[2023-12-21 06:09:30,449][INFO] correct2 32
[2023-12-21 06:09:30,777][INFO] correct3 0
[2023-12-21 06:09:35,237][INFO] correct1 5
[2023-12-21 06:09:35,932][INFO] correct2 32
[2023-12-21 06:09:36,251][INFO] correct3 0
[2023-12-21 06:09:40,603][INFO] correct1 2
[2023-12-21 06:09:41,782][INFO] correct2 28
[2023-12-21 06:09:42,591][INFO] correct3 0
[2023-12-21 06:09:45,542][INFO] correct1 0
[2023-12-21 06:09:46,255][INFO] correct2 27
[2023-12-21 06:09:46,592][INFO] correct3 0
[2023-12-21 06:09:50,914][INFO] correct1 2
[2023-12-21 06:09:51,647][INFO] correct2 26
[2023-12-21 06:09:51,970][INFO] correct3 0
[2023-12-21 06:09:56,097][INFO] correct1 1
[2023-12-21 06:09:57,328][INFO] correct2 28
[2023-12-21 06:09:57,677][INFO] correct3 0
[2023-12-21 06:10:01,764][INFO] correct1 1
[2023-12-21 06:10:02,505][INFO] correct2 31
[2023-12-21 06:10:02,836][INFO] correct3 0
[2023-12-21 06:10:07,425][INFO] correct1 7
[2023-12-21 06:10:08,124][INFO] correct2 32
[2023-12-21 06:10:08,905][INFO] correct3 0
[2023-12-21 06:10:13,323][INFO] correct1 6
[2023-12-21 06:10:14,033][INFO] correct2 32
[2023-12-21 06:10:14,360][INFO] correct3 0
[2023-12-21 06:10:18,838][INFO] correct1 10
[2023-12-21 06:10:21,475][INFO] correct2 29
[2023-12-21 06:10:23,706][INFO] correct3 0
[2023-12-21 06:10:28,083][INFO] correct1 5
[2023-12-21 06:10:29,301][INFO] correct2 32
[2023-12-21 06:10:30,106][INFO] correct3 0
[2023-12-21 06:10:34,578][INFO] correct1 5
[2023-12-21 06:10:35,321][INFO] correct2 30
[2023-12-21 06:10:35,656][INFO] correct3 0
[2023-12-21 06:10:40,005][INFO] correct1 6
[2023-12-21 06:10:40,748][INFO] correct2 32
[2023-12-21 06:10:41,080][INFO] correct3 0
[2023-12-21 06:10:45,493][INFO] correct1 3
[2023-12-21 06:10:46,231][INFO] correct2 32
[2023-12-21 06:10:46,560][INFO] correct3 0
[2023-12-21 06:10:50,950][INFO] correct1 3
[2023-12-21 06:10:52,132][INFO] correct2 31
[2023-12-21 06:10:52,910][INFO] correct3 0
[2023-12-21 06:10:57,353][INFO] correct1 9
[2023-12-21 06:10:59,055][INFO] correct2 32
[2023-12-21 06:11:00,359][INFO] correct3 0
[2023-12-21 06:11:04,746][INFO] correct1 7
[2023-12-21 06:11:05,967][INFO] correct2 32
[2023-12-21 06:11:06,779][INFO] correct3 0
[2023-12-21 06:11:11,228][INFO] correct1 8
[2023-12-21 06:11:12,421][INFO] correct2 32
[2023-12-21 06:11:13,244][INFO] correct3 0
[2023-12-21 06:11:17,861][INFO] correct1 6
[2023-12-21 06:11:18,625][INFO] correct2 31
[2023-12-21 06:11:18,966][INFO] correct3 0
[2023-12-21 06:11:23,688][INFO] correct1 7
[2023-12-21 06:11:24,467][INFO] correct2 31
[2023-12-21 06:11:25,316][INFO] correct3 0
[2023-12-21 06:11:29,654][INFO] correct1 4
[2023-12-21 06:11:30,810][INFO] correct2 31
[2023-12-21 06:11:31,614][INFO] correct3 0
[2023-12-21 06:11:35,864][INFO] correct1 4
[2023-12-21 06:11:36,582][INFO] correct2 32
[2023-12-21 06:11:36,904][INFO] correct3 0
[2023-12-21 06:11:41,936][INFO] correct1 3
[2023-12-21 06:11:43,309][INFO] correct2 32
[2023-12-21 06:11:44,268][INFO] correct3 0
[2023-12-21 06:11:49,801][INFO] correct1 2
[2023-12-21 06:11:50,606][INFO] correct2 31
[2023-12-21 06:11:50,982][INFO] correct3 0
[2023-12-21 06:11:56,122][INFO] correct1 2
[2023-12-21 06:11:56,936][INFO] correct2 31
[2023-12-21 06:11:57,311][INFO] correct3 0
[2023-12-21 06:12:02,865][INFO] correct1 7
[2023-12-21 06:12:04,247][INFO] correct2 31
[2023-12-21 06:12:05,247][INFO] correct3 0
[2023-12-21 06:12:10,753][INFO] correct1 7
[2023-12-21 06:12:12,189][INFO] correct2 32
[2023-12-21 06:12:13,739][INFO] correct3 0
[2023-12-21 06:12:19,087][INFO] correct1 6
[2023-12-21 06:12:20,517][INFO] correct2 32
[2023-12-21 06:12:21,492][INFO] correct3 0
[2023-12-21 06:12:26,963][INFO] correct1 4
[2023-12-21 06:12:28,437][INFO] correct2 32
[2023-12-21 06:12:29,442][INFO] correct3 0
[2023-12-21 06:12:35,011][INFO] correct1 2
[2023-12-21 06:12:35,903][INFO] correct2 32
[2023-12-21 06:12:36,312][INFO] correct3 0
[2023-12-21 06:12:41,871][INFO] correct1 1
[2023-12-21 06:12:42,761][INFO] correct2 27
[2023-12-21 06:12:43,180][INFO] correct3 0
[2023-12-21 06:12:44,782][INFO] correct1 0
[2023-12-21 06:12:45,594][INFO] correct2 32
[2023-12-21 06:12:45,984][INFO] correct3 0
[2023-12-21 06:12:51,830][INFO] correct1 6
[2023-12-21 06:12:52,738][INFO] correct2 32
[2023-12-21 06:12:53,831][INFO] correct3 0
