[2023-12-21 16:15:47,995][INFO] 
===== FNN_big-0.3-50-small-2023-12-21-16-15-47 configuration =====
  exp_fn: test_goal_test
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 800
  tiny_width: 0.001
  lr: 0.001
  batch_size: 50
  min_epochs: 25
  max_epochs: 45
  use_scheduler: True
  no_pts: False
  no_abs: False
  no_refine: False
  quiet: False
  debug: False
  net: FNN_big
  no_repair: False
  repair_number: 50
  repair_batchsize: 1
  patch_size: small
  repair_radius: 0.3
  divided_repair: 1
  accuracy_loss: <function MnistArgParser.setup_rest.<locals>.ce_loss at 0x7f5c6a982f70>
  sample_amount: 5000
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  repair_batch_size: 50
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f5c6a982dc0>
[2023-12-21 16:16:44,842][INFO] correct3 0
[2023-12-21 16:16:45,103][INFO] correct1 0
[2023-12-21 16:16:45,398][INFO] correct2 29
[2023-12-21 16:16:45,641][INFO] correct3 0
[2023-12-21 16:16:45,903][INFO] correct1 0
[2023-12-21 16:16:46,217][INFO] correct2 31
[2023-12-21 16:16:46,463][INFO] correct3 0
[2023-12-21 16:16:46,717][INFO] correct1 0
[2023-12-21 16:16:47,018][INFO] correct2 28
[2023-12-21 16:16:47,268][INFO] correct3 0
[2023-12-21 16:16:47,538][INFO] correct1 0
[2023-12-21 16:16:47,840][INFO] correct2 28
[2023-12-21 16:16:48,088][INFO] correct3 0
[2023-12-21 16:16:48,349][INFO] correct1 0
[2023-12-21 16:16:48,646][INFO] correct2 31
[2023-12-21 16:16:48,892][INFO] correct3 0
[2023-12-21 16:16:49,162][INFO] correct1 0
[2023-12-21 16:16:49,462][INFO] correct2 29
[2023-12-21 16:16:49,714][INFO] correct3 0
[2023-12-21 16:16:49,970][INFO] correct1 0
[2023-12-21 16:16:50,275][INFO] correct2 32
[2023-12-21 16:16:50,521][INFO] correct3 0
[2023-12-21 16:16:50,786][INFO] correct1 0
[2023-12-21 16:16:51,092][INFO] correct2 32
[2023-12-21 16:16:51,344][INFO] correct3 0
[2023-12-21 16:16:51,614][INFO] correct1 0
[2023-12-21 16:16:51,929][INFO] correct2 30
[2023-12-21 16:16:52,194][INFO] correct3 0
[2023-12-21 16:16:52,460][INFO] correct1 0
[2023-12-21 16:16:52,753][INFO] correct2 32
[2023-12-21 16:16:53,002][INFO] correct3 0
[2023-12-21 16:16:53,264][INFO] correct1 0
[2023-12-21 16:16:53,572][INFO] correct2 31
[2023-12-21 16:16:53,828][INFO] correct3 0
[2023-12-21 16:16:54,116][INFO] correct1 0
[2023-12-21 16:16:54,422][INFO] correct2 29
[2023-12-21 16:16:54,677][INFO] correct3 0
[2023-12-21 16:16:54,951][INFO] correct1 0
[2023-12-21 16:16:55,263][INFO] correct2 31
[2023-12-21 16:16:55,522][INFO] correct3 0
[2023-12-21 16:16:55,786][INFO] correct1 0
[2023-12-21 16:16:56,093][INFO] correct2 30
[2023-12-21 16:16:56,354][INFO] correct3 0
[2023-12-21 16:16:56,611][INFO] correct1 0
[2023-12-21 16:16:56,914][INFO] correct2 31
[2023-12-21 16:16:57,178][INFO] correct3 0
[2023-12-21 16:16:57,448][INFO] correct1 0
[2023-12-21 16:16:57,754][INFO] correct2 30
[2023-12-21 16:16:58,009][INFO] correct3 0
[2023-12-21 16:16:58,267][INFO] correct1 0
[2023-12-21 16:16:58,568][INFO] correct2 31
[2023-12-21 16:16:58,821][INFO] correct3 0
[2023-12-21 16:16:59,075][INFO] correct1 0
[2023-12-21 16:16:59,367][INFO] correct2 32
[2023-12-21 16:16:59,614][INFO] correct3 0
[2023-12-21 16:16:59,862][INFO] correct1 0
[2023-12-21 16:17:00,165][INFO] correct2 30
[2023-12-21 16:17:00,417][INFO] correct3 0
[2023-12-21 16:17:00,703][INFO] correct1 0
[2023-12-21 16:17:01,016][INFO] correct2 28
[2023-12-21 16:17:01,277][INFO] correct3 0
[2023-12-21 16:17:01,560][INFO] correct1 0
[2023-12-21 16:17:01,872][INFO] correct2 32
[2023-12-21 16:17:02,139][INFO] correct3 0
[2023-12-21 16:17:02,396][INFO] correct1 0
[2023-12-21 16:17:02,707][INFO] correct2 32
[2023-12-21 16:17:02,964][INFO] correct3 0
[2023-12-21 16:17:03,231][INFO] correct1 0
[2023-12-21 16:17:03,534][INFO] correct2 30
[2023-12-21 16:17:03,788][INFO] correct3 0
[2023-12-21 16:17:04,053][INFO] correct1 0
[2023-12-21 16:17:04,353][INFO] correct2 31
[2023-12-21 16:17:04,607][INFO] correct3 0
[2023-12-21 16:17:04,871][INFO] correct1 0
[2023-12-21 16:17:05,176][INFO] correct2 32
[2023-12-21 16:17:05,807][INFO] correct3 0
[2023-12-21 16:17:06,080][INFO] correct1 0
[2023-12-21 16:17:06,380][INFO] correct2 31
[2023-12-21 16:17:06,630][INFO] correct3 0
[2023-12-21 16:17:06,904][INFO] correct1 0
[2023-12-21 16:17:07,212][INFO] correct2 31
[2023-12-21 16:17:07,473][INFO] correct3 0
[2023-12-21 16:17:07,750][INFO] correct1 0
[2023-12-21 16:17:08,062][INFO] correct2 32
[2023-12-21 16:17:08,331][INFO] correct3 0
[2023-12-21 16:17:08,598][INFO] correct1 0
[2023-12-21 16:17:08,905][INFO] correct2 28
[2023-12-21 16:17:09,159][INFO] correct3 0
[2023-12-21 16:17:09,406][INFO] correct1 0
[2023-12-21 16:17:09,708][INFO] correct2 29
[2023-12-21 16:17:09,955][INFO] correct3 0
[2023-12-21 16:17:10,209][INFO] correct1 0
[2023-12-21 16:17:10,502][INFO] correct2 29
[2023-12-21 16:17:10,745][INFO] correct3 0
[2023-12-21 16:17:11,009][INFO] correct1 0
[2023-12-21 16:17:11,316][INFO] correct2 30
[2023-12-21 16:17:11,566][INFO] correct3 0
[2023-12-21 16:17:11,844][INFO] correct1 0
[2023-12-21 16:17:12,141][INFO] correct2 30
[2023-12-21 16:17:12,392][INFO] correct3 0
[2023-12-21 16:17:12,689][INFO] correct1 0
[2023-12-21 16:17:12,987][INFO] correct2 31
[2023-12-21 16:17:13,237][INFO] correct3 0
[2023-12-21 16:17:13,490][INFO] correct1 0
[2023-12-21 16:17:13,785][INFO] correct2 30
[2023-12-21 16:17:14,035][INFO] correct3 0
[2023-12-21 16:17:14,289][INFO] correct1 0
[2023-12-21 16:17:14,586][INFO] correct2 32
[2023-12-21 16:17:14,829][INFO] correct3 0
[2023-12-21 16:17:15,093][INFO] correct1 0
[2023-12-21 16:17:15,395][INFO] correct2 31
[2023-12-21 16:17:15,641][INFO] correct3 0
[2023-12-21 16:17:15,910][INFO] correct1 0
[2023-12-21 16:17:16,207][INFO] correct2 30
[2023-12-21 16:17:16,453][INFO] correct3 0
[2023-12-21 16:17:16,758][INFO] correct1 0
[2023-12-21 16:17:17,052][INFO] correct2 32
[2023-12-21 16:17:17,297][INFO] correct3 0
[2023-12-21 16:17:17,543][INFO] correct1 0
[2023-12-21 16:17:17,856][INFO] correct2 31
[2023-12-21 16:17:18,108][INFO] correct3 0
[2023-12-21 16:17:18,113][INFO] correct1 0
[2023-12-21 16:17:18,421][INFO] correct2 32
[2023-12-21 16:17:18,704][INFO] correct3 0
[2023-12-21 16:17:19,002][INFO] correct1 0
[2023-12-21 16:17:19,306][INFO] correct2 30
[2023-12-21 16:17:19,587][INFO] correct3 0
[2023-12-21 16:17:19,857][INFO] correct1 0
[2023-12-21 16:17:20,163][INFO] correct2 30
[2023-12-21 16:17:20,406][INFO] correct3 0
[2023-12-21 16:17:20,662][INFO] correct1 0
[2023-12-21 16:17:20,956][INFO] correct2 30
[2023-12-21 16:17:21,203][INFO] correct3 0
[2023-12-21 16:17:21,475][INFO] correct1 0
[2023-12-21 16:17:21,792][INFO] correct2 30
[2023-12-21 16:17:22,049][INFO] correct3 0
[2023-12-21 16:17:22,309][INFO] correct1 0
[2023-12-21 16:17:22,617][INFO] correct2 31
[2023-12-21 16:17:22,865][INFO] correct3 0
[2023-12-21 16:17:23,131][INFO] correct1 0
[2023-12-21 16:17:23,440][INFO] correct2 31
[2023-12-21 16:17:23,694][INFO] correct3 0
[2023-12-21 16:17:23,960][INFO] correct1 0
[2023-12-21 16:17:24,257][INFO] correct2 29
[2023-12-21 16:17:24,871][INFO] correct3 0
[2023-12-21 16:17:25,149][INFO] correct1 0
[2023-12-21 16:17:25,443][INFO] correct2 28
[2023-12-21 16:17:25,686][INFO] correct3 0
[2023-12-21 16:17:25,944][INFO] correct1 0
[2023-12-21 16:17:26,250][INFO] correct2 32
[2023-12-21 16:17:26,497][INFO] correct3 0
[2023-12-21 16:17:26,762][INFO] correct1 0
[2023-12-21 16:17:27,067][INFO] correct2 30
[2023-12-21 16:17:27,313][INFO] correct3 0
[2023-12-21 16:17:27,580][INFO] correct1 0
[2023-12-21 16:17:27,877][INFO] correct2 30
[2023-12-21 16:17:28,130][INFO] correct3 0
[2023-12-21 16:17:28,395][INFO] correct1 0
[2023-12-21 16:17:28,687][INFO] correct2 30
[2023-12-21 16:17:28,926][INFO] correct3 0
[2023-12-21 16:17:29,194][INFO] correct1 0
[2023-12-21 16:17:29,489][INFO] correct2 30
[2023-12-21 16:17:29,728][INFO] correct3 0
[2023-12-21 16:17:29,986][INFO] correct1 0
[2023-12-21 16:17:30,275][INFO] correct2 30
[2023-12-21 16:17:30,517][INFO] correct3 0
[2023-12-21 16:17:30,769][INFO] correct1 0
[2023-12-21 16:17:31,092][INFO] correct2 30
[2023-12-21 16:17:31,340][INFO] correct3 0
[2023-12-21 16:17:31,598][INFO] correct1 0
[2023-12-21 16:17:31,891][INFO] correct2 29
[2023-12-21 16:17:32,136][INFO] correct3 0
[2023-12-21 16:17:32,387][INFO] correct1 0
[2023-12-21 16:17:32,689][INFO] correct2 31
[2023-12-21 16:17:32,935][INFO] correct3 0
[2023-12-21 16:17:33,189][INFO] correct1 0
[2023-12-21 16:17:33,485][INFO] correct2 31
[2023-12-21 16:17:33,731][INFO] correct3 0
[2023-12-21 16:17:33,992][INFO] correct1 0
[2023-12-21 16:17:34,280][INFO] correct2 31
[2023-12-21 16:17:34,521][INFO] correct3 0
[2023-12-21 16:17:34,785][INFO] correct1 0
[2023-12-21 16:17:35,093][INFO] correct2 27
[2023-12-21 16:17:35,335][INFO] correct3 0
[2023-12-21 16:17:35,589][INFO] correct1 0
[2023-12-21 16:17:35,881][INFO] correct2 29
[2023-12-21 16:17:36,123][INFO] correct3 0
[2023-12-21 16:17:36,373][INFO] correct1 0
[2023-12-21 16:17:36,659][INFO] correct2 31
[2023-12-21 16:17:36,901][INFO] correct3 0
[2023-12-21 16:17:37,168][INFO] correct1 0
[2023-12-21 16:17:37,456][INFO] correct2 30
[2023-12-21 16:17:37,694][INFO] correct3 0
[2023-12-21 16:17:37,948][INFO] correct1 0
[2023-12-21 16:17:38,237][INFO] correct2 31
[2023-12-21 16:17:38,486][INFO] correct3 0
[2023-12-21 16:17:38,753][INFO] correct1 0
[2023-12-21 16:17:39,035][INFO] correct2 32
[2023-12-21 16:17:39,279][INFO] correct3 0
[2023-12-21 16:17:39,546][INFO] correct1 0
[2023-12-21 16:17:39,837][INFO] correct2 29
[2023-12-21 16:17:40,082][INFO] correct3 0
[2023-12-21 16:17:40,344][INFO] correct1 0
[2023-12-21 16:17:40,639][INFO] correct2 30
[2023-12-21 16:17:40,882][INFO] correct3 0
[2023-12-21 16:17:41,138][INFO] correct1 0
[2023-12-21 16:17:41,437][INFO] correct2 29
[2023-12-21 16:17:41,686][INFO] correct3 0
[2023-12-21 16:17:41,941][INFO] correct1 0
[2023-12-21 16:17:42,242][INFO] correct2 29
[2023-12-21 16:17:42,484][INFO] correct3 0
[2023-12-21 16:17:42,743][INFO] correct1 0
[2023-12-21 16:17:43,039][INFO] correct2 32
[2023-12-21 16:17:43,286][INFO] correct3 0
[2023-12-21 16:17:43,546][INFO] correct1 0
[2023-12-21 16:17:43,844][INFO] correct2 29
[2023-12-21 16:17:44,092][INFO] correct3 0
[2023-12-21 16:17:44,352][INFO] correct1 0
[2023-12-21 16:17:44,649][INFO] correct2 31
[2023-12-21 16:17:44,898][INFO] correct3 0
[2023-12-21 16:17:45,161][INFO] correct1 0
[2023-12-21 16:17:45,456][INFO] correct2 31
[2023-12-21 16:17:45,706][INFO] correct3 0
[2023-12-21 16:17:45,958][INFO] correct1 0
[2023-12-21 16:17:46,251][INFO] correct2 32
[2023-12-21 16:17:46,496][INFO] correct3 0
[2023-12-21 16:17:46,751][INFO] correct1 0
[2023-12-21 16:17:47,048][INFO] correct2 27
[2023-12-21 16:17:47,297][INFO] correct3 0
[2023-12-21 16:17:47,559][INFO] correct1 0
[2023-12-21 16:17:47,856][INFO] correct2 30
[2023-12-21 16:17:48,106][INFO] correct3 0
[2023-12-21 16:17:48,363][INFO] correct1 0
[2023-12-21 16:17:48,666][INFO] correct2 32
[2023-12-21 16:17:48,915][INFO] correct3 0
[2023-12-21 16:17:49,171][INFO] correct1 0
[2023-12-21 16:17:49,462][INFO] correct2 31
[2023-12-21 16:17:49,705][INFO] correct3 0
[2023-12-21 16:17:49,974][INFO] correct1 0
[2023-12-21 16:17:50,273][INFO] correct2 32
[2023-12-21 16:17:50,522][INFO] correct3 0
[2023-12-21 16:17:50,783][INFO] correct1 0
[2023-12-21 16:17:51,091][INFO] correct2 32
[2023-12-21 16:17:51,342][INFO] correct3 0
[2023-12-21 16:17:51,590][INFO] correct1 0
[2023-12-21 16:17:51,889][INFO] correct2 31
[2023-12-21 16:17:52,136][INFO] correct3 0
[2023-12-21 16:17:52,392][INFO] correct1 0
[2023-12-21 16:17:52,689][INFO] correct2 30
[2023-12-21 16:17:52,939][INFO] correct3 0
[2023-12-21 16:17:53,201][INFO] correct1 0
[2023-12-21 16:17:53,525][INFO] correct2 32
[2023-12-21 16:17:53,774][INFO] correct3 0
[2023-12-21 16:17:54,064][INFO] correct1 0
[2023-12-21 16:17:54,371][INFO] correct2 30
[2023-12-21 16:17:54,621][INFO] correct3 0
[2023-12-21 16:17:54,907][INFO] correct1 0
[2023-12-21 16:17:55,204][INFO] correct2 30
[2023-12-21 16:17:55,822][INFO] correct3 0
[2023-12-21 16:17:56,078][INFO] correct1 0
[2023-12-21 16:17:56,374][INFO] correct2 32
[2023-12-21 16:17:56,620][INFO] correct3 0
[2023-12-21 16:17:56,916][INFO] correct1 0
[2023-12-21 16:17:57,215][INFO] correct2 26
[2023-12-21 16:17:57,474][INFO] correct3 0
[2023-12-21 16:17:57,745][INFO] correct1 0
[2023-12-21 16:17:58,051][INFO] correct2 29
[2023-12-21 16:17:58,301][INFO] correct3 0
[2023-12-21 16:17:58,570][INFO] correct1 0
[2023-12-21 16:17:58,863][INFO] correct2 28
[2023-12-21 16:17:59,106][INFO] correct3 0
[2023-12-21 16:17:59,350][INFO] correct1 0
[2023-12-21 16:17:59,641][INFO] correct2 32
[2023-12-21 16:17:59,882][INFO] correct3 0
[2023-12-21 16:18:00,123][INFO] correct1 0
[2023-12-21 16:18:00,417][INFO] correct2 32
[2023-12-21 16:18:00,667][INFO] correct3 0
[2023-12-21 16:18:00,928][INFO] correct1 0
[2023-12-21 16:18:01,225][INFO] correct2 30
[2023-12-21 16:18:01,472][INFO] correct3 0
[2023-12-21 16:18:01,733][INFO] correct1 0
[2023-12-21 16:18:02,036][INFO] correct2 32
[2023-12-21 16:18:02,282][INFO] correct3 0
[2023-12-21 16:18:02,537][INFO] correct1 0
[2023-12-21 16:18:02,840][INFO] correct2 31
[2023-12-21 16:18:03,082][INFO] correct3 0
[2023-12-21 16:18:03,335][INFO] correct1 0
[2023-12-21 16:18:03,638][INFO] correct2 32
[2023-12-21 16:18:03,888][INFO] correct3 0
[2023-12-21 16:18:04,147][INFO] correct1 0
[2023-12-21 16:18:04,449][INFO] correct2 32
[2023-12-21 16:18:04,703][INFO] correct3 0
[2023-12-21 16:18:04,955][INFO] correct1 0
[2023-12-21 16:18:05,254][INFO] correct2 31
[2023-12-21 16:18:05,506][INFO] correct3 0
[2023-12-21 16:18:05,756][INFO] correct1 0
[2023-12-21 16:18:06,052][INFO] correct2 30
[2023-12-21 16:18:06,297][INFO] correct3 0
[2023-12-21 16:18:06,561][INFO] correct1 0
[2023-12-21 16:18:06,866][INFO] correct2 31
[2023-12-21 16:18:07,120][INFO] correct3 0
[2023-12-21 16:18:07,383][INFO] correct1 0
[2023-12-21 16:18:07,689][INFO] correct2 32
[2023-12-21 16:18:07,940][INFO] correct3 0
[2023-12-21 16:18:08,218][INFO] correct1 0
[2023-12-21 16:18:08,527][INFO] correct2 32
[2023-12-21 16:18:08,792][INFO] correct3 0
[2023-12-21 16:18:09,062][INFO] correct1 0
[2023-12-21 16:18:09,371][INFO] correct2 32
[2023-12-21 16:18:09,629][INFO] correct3 0
[2023-12-21 16:18:09,882][INFO] correct1 0
[2023-12-21 16:18:10,170][INFO] correct2 31
[2023-12-21 16:18:10,409][INFO] correct3 0
[2023-12-21 16:18:10,662][INFO] correct1 0
[2023-12-21 16:18:10,975][INFO] correct2 32
[2023-12-21 16:18:11,246][INFO] correct3 0
[2023-12-21 16:18:11,515][INFO] correct1 0
[2023-12-21 16:18:11,820][INFO] correct2 32
[2023-12-21 16:18:12,074][INFO] correct3 0
[2023-12-21 16:18:12,352][INFO] correct1 0
[2023-12-21 16:18:13,090][INFO] correct2 32
[2023-12-21 16:18:13,766][INFO] correct3 0
[2023-12-21 16:18:14,047][INFO] correct1 0
[2023-12-21 16:18:14,373][INFO] correct2 31
[2023-12-21 16:18:14,640][INFO] correct3 0
[2023-12-21 16:18:14,896][INFO] correct1 0
[2023-12-21 16:18:15,264][INFO] correct2 32
[2023-12-21 16:18:15,547][INFO] correct3 0
[2023-12-21 16:18:15,821][INFO] correct1 0
[2023-12-21 16:18:16,136][INFO] correct2 30
[2023-12-21 16:18:16,413][INFO] correct3 0
[2023-12-21 16:18:16,693][INFO] correct1 0
[2023-12-21 16:18:16,990][INFO] correct2 32
[2023-12-21 16:18:17,261][INFO] correct3 0
[2023-12-21 16:18:17,537][INFO] correct1 0
[2023-12-21 16:18:17,851][INFO] correct2 32
[2023-12-21 16:18:18,128][INFO] correct3 0
[2023-12-21 16:18:18,410][INFO] correct1 0
[2023-12-21 16:18:18,715][INFO] correct2 32
[2023-12-21 16:18:18,973][INFO] correct3 0
[2023-12-21 16:18:19,231][INFO] correct1 0
[2023-12-21 16:18:19,533][INFO] correct2 30
[2023-12-21 16:18:19,789][INFO] correct3 0
[2023-12-21 16:18:20,055][INFO] correct1 0
[2023-12-21 16:18:20,358][INFO] correct2 31
[2023-12-21 16:18:20,614][INFO] correct3 0
[2023-12-21 16:18:20,882][INFO] correct1 0
[2023-12-21 16:18:21,180][INFO] correct2 32
[2023-12-21 16:18:21,434][INFO] correct3 0
[2023-12-21 16:18:21,704][INFO] correct1 0
[2023-12-21 16:18:22,019][INFO] correct2 29
[2023-12-21 16:18:22,274][INFO] correct3 0
[2023-12-21 16:18:22,540][INFO] correct1 0
[2023-12-21 16:18:22,846][INFO] correct2 32
[2023-12-21 16:18:23,100][INFO] correct3 0
[2023-12-21 16:18:23,356][INFO] correct1 0
[2023-12-21 16:18:23,664][INFO] correct2 31
[2023-12-21 16:18:23,919][INFO] correct3 0
[2023-12-21 16:18:24,195][INFO] correct1 0
[2023-12-21 16:18:24,490][INFO] correct2 31
[2023-12-21 16:18:24,734][INFO] correct3 0
[2023-12-21 16:18:24,981][INFO] correct1 0
[2023-12-21 16:18:25,285][INFO] correct2 32
[2023-12-21 16:18:25,540][INFO] correct3 0
[2023-12-21 16:18:25,803][INFO] correct1 0
[2023-12-21 16:18:26,097][INFO] correct2 31
[2023-12-21 16:18:26,355][INFO] correct3 0
[2023-12-21 16:18:26,635][INFO] correct1 0
[2023-12-21 16:18:26,932][INFO] correct2 30
[2023-12-21 16:18:27,180][INFO] correct3 0
[2023-12-21 16:18:27,436][INFO] correct1 0
[2023-12-21 16:18:27,746][INFO] correct2 30
[2023-12-21 16:18:27,996][INFO] correct3 0
[2023-12-21 16:18:28,255][INFO] correct1 0
[2023-12-21 16:18:28,544][INFO] correct2 31
[2023-12-21 16:18:28,780][INFO] correct3 0
[2023-12-21 16:18:29,028][INFO] correct1 0
[2023-12-21 16:18:29,320][INFO] correct2 29
[2023-12-21 16:18:29,562][INFO] correct3 0
[2023-12-21 16:18:29,817][INFO] correct1 0
[2023-12-21 16:18:30,114][INFO] correct2 31
[2023-12-21 16:18:30,357][INFO] correct3 0
[2023-12-21 16:18:30,616][INFO] correct1 0
[2023-12-21 16:18:30,906][INFO] correct2 32
[2023-12-21 16:18:31,159][INFO] correct3 0
[2023-12-21 16:18:31,423][INFO] correct1 0
[2023-12-21 16:18:31,721][INFO] correct2 32
[2023-12-21 16:18:31,967][INFO] correct3 0
[2023-12-21 16:18:32,217][INFO] correct1 0
[2023-12-21 16:18:32,516][INFO] correct2 31
[2023-12-21 16:18:32,765][INFO] correct3 0
[2023-12-21 16:18:33,026][INFO] correct1 0
[2023-12-21 16:18:33,334][INFO] correct2 32
[2023-12-21 16:18:33,602][INFO] correct3 0
[2023-12-21 16:18:33,871][INFO] correct1 0
[2023-12-21 16:18:34,178][INFO] correct2 32
[2023-12-21 16:18:34,438][INFO] correct3 0
[2023-12-21 16:18:34,713][INFO] correct1 0
[2023-12-21 16:18:35,021][INFO] correct2 32
[2023-12-21 16:18:35,292][INFO] correct3 0
[2023-12-21 16:18:35,557][INFO] correct1 0
[2023-12-21 16:18:35,864][INFO] correct2 32
[2023-12-21 16:18:36,126][INFO] correct3 0
[2023-12-21 16:18:36,409][INFO] correct1 0
[2023-12-21 16:18:36,712][INFO] correct2 30
[2023-12-21 16:18:36,963][INFO] correct3 0
[2023-12-21 16:18:37,232][INFO] correct1 0
[2023-12-21 16:18:37,534][INFO] correct2 32
[2023-12-21 16:18:37,786][INFO] correct3 0
[2023-12-21 16:18:38,052][INFO] correct1 0
[2023-12-21 16:18:38,369][INFO] correct2 30
[2023-12-21 16:18:38,632][INFO] correct3 0
[2023-12-21 16:18:38,888][INFO] correct1 0
[2023-12-21 16:18:39,190][INFO] correct2 31
[2023-12-21 16:18:39,443][INFO] correct3 0
[2023-12-21 16:18:39,696][INFO] correct1 0
[2023-12-21 16:18:39,986][INFO] correct2 32
[2023-12-21 16:18:40,230][INFO] correct3 0
[2023-12-21 16:18:40,499][INFO] correct1 0
[2023-12-21 16:18:40,791][INFO] correct2 32
[2023-12-21 16:18:41,036][INFO] correct3 0
[2023-12-21 16:18:41,303][INFO] correct1 0
[2023-12-21 16:18:41,609][INFO] correct2 32
[2023-12-21 16:18:41,868][INFO] correct3 0
[2023-12-21 16:18:41,874][INFO] correct1 0
[2023-12-21 16:18:42,192][INFO] correct2 30
[2023-12-21 16:18:42,453][INFO] correct3 0
[2023-12-21 16:18:42,737][INFO] correct1 0
[2023-12-21 16:18:43,045][INFO] correct2 28
[2023-12-21 16:18:43,307][INFO] correct3 0
[2023-12-21 16:18:43,594][INFO] correct1 0
[2023-12-21 16:18:43,887][INFO] correct2 29
[2023-12-21 16:18:44,134][INFO] correct3 0
[2023-12-21 16:18:44,385][INFO] correct1 0
[2023-12-21 16:18:44,679][INFO] correct2 30
[2023-12-21 16:18:44,923][INFO] correct3 0
[2023-12-21 16:18:45,178][INFO] correct1 0
[2023-12-21 16:18:45,460][INFO] correct2 32
[2023-12-21 16:18:45,688][INFO] correct3 0
[2023-12-21 16:18:45,931][INFO] correct1 0
[2023-12-21 16:18:46,227][INFO] correct2 32
[2023-12-21 16:18:46,480][INFO] correct3 0
[2023-12-21 16:18:46,744][INFO] correct1 0
[2023-12-21 16:18:47,052][INFO] correct2 32
[2023-12-21 16:18:47,306][INFO] correct3 0
[2023-12-21 16:18:47,568][INFO] correct1 0
[2023-12-21 16:18:47,865][INFO] correct2 30
[2023-12-21 16:18:48,107][INFO] correct3 0
[2023-12-21 16:18:48,358][INFO] correct1 0
[2023-12-21 16:18:48,657][INFO] correct2 31
[2023-12-21 16:18:48,912][INFO] correct3 0
[2023-12-21 16:18:49,176][INFO] correct1 0
[2023-12-21 16:18:49,489][INFO] correct2 32
[2023-12-21 16:18:49,741][INFO] correct3 0
[2023-12-21 16:18:49,989][INFO] correct1 0
[2023-12-21 16:18:50,279][INFO] correct2 28
[2023-12-21 16:18:50,526][INFO] correct3 0
[2023-12-21 16:18:50,771][INFO] correct1 0
[2023-12-21 16:18:51,070][INFO] correct2 29
[2023-12-21 16:18:51,317][INFO] correct3 0
[2023-12-21 16:18:51,584][INFO] correct1 0
[2023-12-21 16:18:51,878][INFO] correct2 32
[2023-12-21 16:18:52,120][INFO] correct3 0
[2023-12-21 16:18:52,365][INFO] correct1 0
[2023-12-21 16:18:52,659][INFO] correct2 31
[2023-12-21 16:18:52,902][INFO] correct3 0
[2023-12-21 16:18:53,160][INFO] correct1 0
[2023-12-21 16:18:53,456][INFO] correct2 32
[2023-12-21 16:18:53,709][INFO] correct3 0
[2023-12-21 16:18:53,967][INFO] correct1 0
[2023-12-21 16:18:54,279][INFO] correct2 32
[2023-12-21 16:18:54,912][INFO] correct3 0
[2023-12-21 16:18:55,160][INFO] correct1 0
[2023-12-21 16:18:55,453][INFO] correct2 32
[2023-12-21 16:18:55,709][INFO] correct3 0
[2023-12-21 16:18:55,970][INFO] correct1 0
[2023-12-21 16:18:56,269][INFO] correct2 31
[2023-12-21 16:18:56,525][INFO] correct3 0
[2023-12-21 16:18:56,799][INFO] correct1 0
[2023-12-21 16:18:57,104][INFO] correct2 31
[2023-12-21 16:18:57,345][INFO] correct3 0
[2023-12-21 16:18:57,614][INFO] correct1 0
[2023-12-21 16:18:57,915][INFO] correct2 32
[2023-12-21 16:18:58,162][INFO] correct3 0
[2023-12-21 16:18:58,414][INFO] correct1 0
[2023-12-21 16:18:58,710][INFO] correct2 32
[2023-12-21 16:18:58,954][INFO] correct3 0
[2023-12-21 16:18:59,219][INFO] correct1 0
[2023-12-21 16:18:59,526][INFO] correct2 32
[2023-12-21 16:18:59,770][INFO] correct3 0
[2023-12-21 16:19:00,030][INFO] correct1 0
[2023-12-21 16:19:00,328][INFO] correct2 32
[2023-12-21 16:19:00,582][INFO] correct3 0
[2023-12-21 16:19:00,851][INFO] correct1 0
[2023-12-21 16:19:01,148][INFO] correct2 32
[2023-12-21 16:19:01,384][INFO] correct3 0
[2023-12-21 16:19:01,637][INFO] correct1 0
[2023-12-21 16:19:01,939][INFO] correct2 32
[2023-12-21 16:19:02,198][INFO] correct3 0
[2023-12-21 16:19:02,455][INFO] correct1 0
[2023-12-21 16:19:02,763][INFO] correct2 32
[2023-12-21 16:19:03,013][INFO] correct3 0
[2023-12-21 16:19:03,269][INFO] correct1 0
[2023-12-21 16:19:03,569][INFO] correct2 32
[2023-12-21 16:19:03,818][INFO] correct3 0
[2023-12-21 16:19:04,072][INFO] correct1 0
[2023-12-21 16:19:04,364][INFO] correct2 31
[2023-12-21 16:19:04,603][INFO] correct3 0
[2023-12-21 16:19:04,899][INFO] correct1 0
[2023-12-21 16:19:05,205][INFO] correct2 30
[2023-12-21 16:19:05,457][INFO] correct3 0
[2023-12-21 16:19:05,711][INFO] correct1 0
[2023-12-21 16:19:06,003][INFO] correct2 32
[2023-12-21 16:19:06,251][INFO] correct3 0
[2023-12-21 16:19:06,517][INFO] correct1 0
[2023-12-21 16:19:06,812][INFO] correct2 30
[2023-12-21 16:19:07,053][INFO] correct3 0
[2023-12-21 16:19:07,312][INFO] correct1 0
[2023-12-21 16:19:07,613][INFO] correct2 31
[2023-12-21 16:19:07,849][INFO] correct3 0
[2023-12-21 16:19:08,092][INFO] correct1 0
