[2024-11-26 06:14:28,942][INFO] 
===== vgg19-8-feature-500-2024-11-26-06-14-28 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0008
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: vgg19
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 8
  loose_bound: 0.0314
  divided_repair: 5
  accuracy_loss: <function CifarArgParser.setup_rest.<locals>.ce_loss at 0x7cc451f08700>
  reset_params: False
  train_datasize: 10000
  test_datasize: 5000
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7cc451f8a160>
[2024-11-26 07:15:44,937][INFO] --get the 3 part of the feature_lb and feature_ub
[2024-11-26 07:15:44,938][INFO] --sample the 4 part of the originalset
[2024-11-26 07:15:44,938][INFO] --PGD sample 1 image
[2024-11-26 07:15:54,106][INFO] --PGD sample 2 image
[2024-11-26 07:16:03,370][INFO] --PGD sample 3 image
[2024-11-26 07:16:12,647][INFO] --PGD sample 4 image
[2024-11-26 07:16:21,923][INFO] --PGD sample 5 image
[2024-11-26 07:16:31,210][INFO] --PGD sample 6 image
[2024-11-26 07:16:40,536][INFO] --PGD sample 7 image
[2024-11-26 07:16:49,864][INFO] --PGD sample 8 image
[2024-11-26 07:16:59,179][INFO] --PGD sample 9 image
[2024-11-26 07:17:08,500][INFO] --PGD sample 10 image
[2024-11-26 07:17:17,817][INFO] --PGD sample 11 image
[2024-11-26 07:17:27,121][INFO] --PGD sample 12 image
[2024-11-26 07:17:36,417][INFO] --PGD sample 13 image
[2024-11-26 07:17:45,723][INFO] --PGD sample 14 image
[2024-11-26 07:17:55,028][INFO] --PGD sample 15 image
[2024-11-26 07:18:04,331][INFO] --PGD sample 16 image
[2024-11-26 07:18:13,641][INFO] --PGD sample 17 image
[2024-11-26 07:18:22,951][INFO] --PGD sample 18 image
[2024-11-26 07:18:32,262][INFO] --PGD sample 19 image
[2024-11-26 07:18:41,580][INFO] --PGD sample 20 image
[2024-11-26 07:18:50,896][INFO] --PGD sample 21 image
[2024-11-26 07:19:00,216][INFO] --PGD sample 22 image
[2024-11-26 07:19:09,543][INFO] --PGD sample 23 image
[2024-11-26 07:19:18,871][INFO] --PGD sample 24 image
[2024-11-26 07:19:28,210][INFO] --PGD sample 25 image
[2024-11-26 07:19:37,543][INFO] --PGD sample 26 image
[2024-11-26 07:19:46,885][INFO] --PGD sample 27 image
[2024-11-26 07:19:56,222][INFO] --PGD sample 28 image
[2024-11-26 07:20:05,554][INFO] --PGD sample 29 image
[2024-11-26 07:20:14,881][INFO] --PGD sample 30 image
[2024-11-26 07:20:24,212][INFO] --PGD sample 31 image
[2024-11-26 07:20:33,543][INFO] --PGD sample 32 image
[2024-11-26 07:20:42,886][INFO] --PGD sample 33 image
[2024-11-26 07:20:52,223][INFO] --PGD sample 34 image
[2024-11-26 07:21:01,563][INFO] --PGD sample 35 image
[2024-11-26 07:21:10,891][INFO] --PGD sample 36 image
[2024-11-26 07:21:19,947][INFO] --PGD sample 37 image
[2024-11-26 07:21:28,602][INFO] --PGD sample 38 image
[2024-11-26 07:21:37,099][INFO] --PGD sample 39 image
[2024-11-26 07:21:45,612][INFO] --PGD sample 40 image
[2024-11-26 07:21:54,105][INFO] --PGD sample 41 image
[2024-11-26 07:22:02,602][INFO] --PGD sample 42 image
[2024-11-26 07:22:11,074][INFO] --PGD sample 43 image
[2024-11-26 07:22:19,541][INFO] --PGD sample 44 image
[2024-11-26 07:22:28,036][INFO] --PGD sample 45 image
[2024-11-26 07:22:36,546][INFO] --PGD sample 46 image
[2024-11-26 07:22:45,057][INFO] --PGD sample 47 image
[2024-11-26 07:22:53,468][INFO] --PGD sample 48 image
[2024-11-26 07:23:01,952][INFO] --PGD sample 49 image
[2024-11-26 07:23:10,417][INFO] --PGD sample 50 image
[2024-11-26 07:23:18,858][INFO] --PGD sample 51 image
[2024-11-26 07:23:27,352][INFO] --PGD sample 52 image
[2024-11-26 07:23:35,844][INFO] --PGD sample 53 image
[2024-11-26 07:23:45,089][INFO] --PGD sample 54 image
[2024-11-26 07:23:54,455][INFO] --PGD sample 55 image
[2024-11-26 07:24:03,819][INFO] --PGD sample 56 image
[2024-11-26 07:24:13,189][INFO] --PGD sample 57 image
[2024-11-26 07:24:22,550][INFO] --PGD sample 58 image
[2024-11-26 07:24:31,920][INFO] --PGD sample 59 image
[2024-11-26 07:24:41,029][INFO] --PGD sample 60 image
[2024-11-26 07:24:49,770][INFO] --PGD sample 61 image
[2024-11-26 07:24:58,262][INFO] --PGD sample 62 image
[2024-11-26 07:25:06,750][INFO] --PGD sample 63 image
[2024-11-26 07:25:15,293][INFO] --PGD sample 64 image
[2024-11-26 07:25:23,868][INFO] --PGD sample 65 image
[2024-11-26 07:25:33,248][INFO] --PGD sample 66 image
[2024-11-26 07:25:42,614][INFO] --PGD sample 67 image
[2024-11-26 07:25:51,985][INFO] --PGD sample 68 image
[2024-11-26 07:26:01,356][INFO] --PGD sample 69 image
[2024-11-26 07:26:10,726][INFO] --PGD sample 70 image
[2024-11-26 07:26:20,092][INFO] --PGD sample 71 image
[2024-11-26 07:26:29,449][INFO] --PGD sample 72 image
[2024-11-26 07:26:38,803][INFO] --PGD sample 73 image
[2024-11-26 07:26:48,165][INFO] --PGD sample 74 image
[2024-11-26 07:26:57,520][INFO] --PGD sample 75 image
[2024-11-26 07:27:06,902][INFO] --PGD sample 76 image
[2024-11-26 07:27:16,232][INFO] --PGD sample 77 image
[2024-11-26 07:27:25,057][INFO] --PGD sample 78 image
[2024-11-26 07:27:33,731][INFO] --PGD sample 79 image
[2024-11-26 07:27:42,283][INFO] --PGD sample 80 image
[2024-11-26 07:27:50,817][INFO] --PGD sample 81 image
[2024-11-26 07:27:59,350][INFO] --PGD sample 82 image
[2024-11-26 07:28:07,887][INFO] --PGD sample 83 image
[2024-11-26 07:28:16,409][INFO] --PGD sample 84 image
[2024-11-26 07:28:24,930][INFO] --PGD sample 85 image
[2024-11-26 07:28:33,478][INFO] --PGD sample 86 image
[2024-11-26 07:28:41,980][INFO] --PGD sample 87 image
[2024-11-26 07:28:50,470][INFO] --PGD sample 88 image
[2024-11-26 07:28:58,976][INFO] --PGD sample 89 image
[2024-11-26 07:29:07,474][INFO] --PGD sample 90 image
[2024-11-26 07:29:15,927][INFO] --PGD sample 91 image
[2024-11-26 07:29:24,455][INFO] --PGD sample 92 image
[2024-11-26 07:29:32,985][INFO] --PGD sample 93 image
[2024-11-26 07:29:41,536][INFO] --PGD sample 94 image
[2024-11-26 07:29:50,039][INFO] --PGD sample 95 image
[2024-11-26 07:29:58,577][INFO] --PGD sample 96 image
[2024-11-26 07:30:07,133][INFO] --PGD sample 97 image
[2024-11-26 07:30:15,666][INFO] --PGD sample 98 image
[2024-11-26 07:30:24,204][INFO] --PGD sample 99 image
[2024-11-26 07:30:32,708][INFO] --PGD sample 100 image
[2024-11-26 07:30:42,465][INFO] --get the 4 part of the feature_lb and feature_ub
[2024-11-26 07:32:23,007][INFO] --Test repair set accuracy 0.0
[2024-11-26 07:32:23,771][INFO] --Patch network: --- feature PatchNet ---
Name: feature patch network 499
--- End of feature PatchNet ---
[2024-11-26 07:32:23,804][INFO] [0m 0s (0.009 seconds)] Start repair part 0: 0
[2024-11-26 07:32:23,804][INFO] [0m 0s (0.009 seconds)] After epoch 0:
[2024-11-26 07:32:23,804][INFO] Loaded 100 abstractions for training.
[2024-11-26 07:32:24,386][INFO] min loss 7.6086907386779785, max loss 1158.3089599609375.
[2024-11-26 07:32:24,390][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-26 07:32:24,464][INFO] Test set accuracy 0.9342.
[2024-11-26 07:32:24,464][INFO] repair set accuracy 0.01.
[2024-11-26 07:32:24,464][INFO] attacked test set accuracy 0.011.
[2024-11-26 07:32:24,464][INFO] 
[0m 0s (0.670 seconds)] Starting epoch 1:
[2024-11-26 07:32:25,706][INFO] [0m 1s (1.912 seconds)] After epoch 1:
[2024-11-26 07:32:25,707][INFO] Loaded 100 abstractions for training.
[2024-11-26 07:32:26,265][INFO] min loss 0.0, max loss 17.30469512939453.
[2024-11-26 07:32:26,270][INFO] Max loss at rule: tensor([0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-26 07:32:26,344][INFO] Test set accuracy 0.9342.
[2024-11-26 07:32:26,344][INFO] repair set accuracy 1.0.
[2024-11-26 07:32:26,344][INFO] attacked test set accuracy 1.0.
[2024-11-26 07:32:26,892][INFO] Accuracy at every epoch: [0.9342, 0.9342]
[2024-11-26 07:32:26,893][INFO] After 1 epochs / 0m 2s (2.550 seconds), eventually the trained network got certified? False, with 0.9342 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-26 07:32:26,905][INFO] [0m 3s (3.110 seconds)] Start repair part 1: 100
[2024-11-26 07:32:26,905][INFO] [0m 3s (3.111 seconds)] After epoch 0:
[2024-11-26 07:32:26,905][INFO] Loaded 100 abstractions for training.
[2024-11-26 07:32:27,465][INFO] min loss 12.237157821655273, max loss 1408.8619384765625.
[2024-11-26 07:32:27,469][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-26 07:32:27,544][INFO] Test set accuracy 0.9342.
[2024-11-26 07:32:27,544][INFO] repair set accuracy 0.0.
[2024-11-26 07:32:27,544][INFO] attacked test set accuracy 0.001.
[2024-11-26 07:32:27,544][INFO] 
[0m 3s (3.749 seconds)] Starting epoch 1:
[2024-11-26 07:32:28,737][INFO] [0m 4s (4.943 seconds)] After epoch 1:
[2024-11-26 07:32:28,738][INFO] Loaded 100 abstractions for training.
[2024-11-26 07:32:29,299][INFO] min loss 0.0, max loss 24.58139419555664.
[2024-11-26 07:32:29,304][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-26 07:32:29,378][INFO] Test set accuracy 0.9342.
[2024-11-26 07:32:29,378][INFO] repair set accuracy 1.0.
[2024-11-26 07:32:29,378][INFO] attacked test set accuracy 1.0.
[2024-11-26 07:32:30,073][INFO] Accuracy at every epoch: [0.9342, 0.9342]
[2024-11-26 07:32:30,074][INFO] After 1 epochs / 0m 5s (5.584 seconds), eventually the trained network got certified? False, with 0.9342 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-26 07:32:30,088][INFO] [0m 6s (6.294 seconds)] Start repair part 2: 200
[2024-11-26 07:32:30,088][INFO] [0m 6s (6.294 seconds)] After epoch 0:
[2024-11-26 07:32:30,088][INFO] Loaded 100 abstractions for training.
[2024-11-26 07:32:30,643][INFO] min loss 9.694917678833008, max loss 1513.537109375.
[2024-11-26 07:32:30,648][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-26 07:32:30,722][INFO] Test set accuracy 0.9342.
[2024-11-26 07:32:30,722][INFO] repair set accuracy 0.0.
[2024-11-26 07:32:30,722][INFO] attacked test set accuracy 0.0.
[2024-11-26 07:32:30,722][INFO] 
[0m 6s (6.928 seconds)] Starting epoch 1:
[2024-11-26 07:32:31,976][INFO] [0m 8s (8.182 seconds)] After epoch 1:
[2024-11-26 07:32:31,977][INFO] Loaded 100 abstractions for training.
[2024-11-26 07:32:32,538][INFO] min loss 0.0, max loss 14.264226913452148.
[2024-11-26 07:32:32,543][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
