[2024-11-25 10:59:33,278][INFO] 
===== resnet18-4-feature-500-2024-11-25-10-59-33 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0004
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: resnet18
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 4
  loose_bound: 0.0314
  divided_repair: 5
  accuracy_loss: <function CifarArgParser.setup_rest.<locals>.ce_loss at 0x73927356d670>
  reset_params: False
  train_datasize: 10000
  test_datasize: 5000
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x73934b999040>
[2024-11-25 12:13:02,812][INFO] --sample the 4 part of the originalset
[2024-11-25 12:13:02,812][INFO] --PGD sample 1 image
[2024-11-25 12:13:13,702][INFO] --PGD sample 2 image
[2024-11-25 12:13:24,789][INFO] --PGD sample 3 image
[2024-11-25 12:13:35,952][INFO] --PGD sample 4 image
[2024-11-25 12:13:46,951][INFO] --PGD sample 5 image
[2024-11-25 12:13:57,929][INFO] --PGD sample 6 image
[2024-11-25 12:14:08,884][INFO] --PGD sample 7 image
[2024-11-25 12:14:19,860][INFO] --PGD sample 8 image
[2024-11-25 12:14:30,842][INFO] --PGD sample 9 image
[2024-11-25 12:14:41,832][INFO] --PGD sample 10 image
[2024-11-25 12:14:52,823][INFO] --PGD sample 11 image
[2024-11-25 12:15:03,787][INFO] --PGD sample 12 image
[2024-11-25 12:15:14,826][INFO] --PGD sample 13 image
[2024-11-25 12:15:25,848][INFO] --PGD sample 14 image
[2024-11-25 12:15:36,852][INFO] --PGD sample 15 image
[2024-11-25 12:15:47,804][INFO] --PGD sample 16 image
[2024-11-25 12:15:58,762][INFO] --PGD sample 17 image
[2024-11-25 12:16:09,744][INFO] --PGD sample 18 image
[2024-11-25 12:16:20,787][INFO] --PGD sample 19 image
[2024-11-25 12:16:31,831][INFO] --PGD sample 20 image
[2024-11-25 12:16:42,879][INFO] --PGD sample 21 image
[2024-11-25 12:16:53,923][INFO] --PGD sample 22 image
[2024-11-25 12:17:05,009][INFO] --PGD sample 23 image
[2024-11-25 12:17:16,114][INFO] --PGD sample 24 image
[2024-11-25 12:17:27,204][INFO] --PGD sample 25 image
[2024-11-25 12:17:38,255][INFO] --PGD sample 26 image
[2024-11-25 12:17:49,312][INFO] --PGD sample 27 image
[2024-11-25 12:18:00,396][INFO] --PGD sample 28 image
[2024-11-25 12:18:11,372][INFO] --PGD sample 29 image
[2024-11-25 12:18:22,652][INFO] --PGD sample 30 image
[2024-11-25 12:18:33,937][INFO] --PGD sample 31 image
[2024-11-25 12:18:44,832][INFO] --PGD sample 32 image
[2024-11-25 12:18:55,743][INFO] --PGD sample 33 image
[2024-11-25 12:19:07,031][INFO] --PGD sample 34 image
[2024-11-25 12:19:18,314][INFO] --PGD sample 35 image
[2024-11-25 12:19:29,595][INFO] --PGD sample 36 image
[2024-11-25 12:19:40,755][INFO] --PGD sample 37 image
[2024-11-25 12:19:51,908][INFO] --PGD sample 38 image
[2024-11-25 12:20:03,063][INFO] --PGD sample 39 image
[2024-11-25 12:20:14,193][INFO] --PGD sample 40 image
[2024-11-25 12:20:25,355][INFO] --PGD sample 41 image
[2024-11-25 12:20:36,498][INFO] --PGD sample 42 image
[2024-11-25 12:20:47,659][INFO] --PGD sample 43 image
[2024-11-25 12:20:58,801][INFO] --PGD sample 44 image
[2024-11-25 12:21:09,973][INFO] --PGD sample 45 image
[2024-11-25 12:21:21,141][INFO] --PGD sample 46 image
[2024-11-25 12:21:32,292][INFO] --PGD sample 47 image
[2024-11-25 12:21:43,461][INFO] --PGD sample 48 image
[2024-11-25 12:21:54,640][INFO] --PGD sample 49 image
[2024-11-25 12:22:05,824][INFO] --PGD sample 50 image
[2024-11-25 12:22:17,003][INFO] --PGD sample 51 image
[2024-11-25 12:22:28,153][INFO] --PGD sample 52 image
[2024-11-25 12:22:39,334][INFO] --PGD sample 53 image
[2024-11-25 12:22:50,511][INFO] --PGD sample 54 image
[2024-11-25 12:23:01,609][INFO] --PGD sample 55 image
[2024-11-25 12:23:12,755][INFO] --PGD sample 56 image
[2024-11-25 12:23:23,930][INFO] --PGD sample 57 image
[2024-11-25 12:23:35,074][INFO] --PGD sample 58 image
[2024-11-25 12:23:46,191][INFO] --PGD sample 59 image
[2024-11-25 12:23:57,330][INFO] --PGD sample 60 image
[2024-11-25 12:24:08,492][INFO] --PGD sample 61 image
[2024-11-25 12:24:19,659][INFO] --PGD sample 62 image
[2024-11-25 12:24:30,840][INFO] --PGD sample 63 image
[2024-11-25 12:24:42,026][INFO] --PGD sample 64 image
[2024-11-25 12:24:53,186][INFO] --PGD sample 65 image
[2024-11-25 12:25:04,353][INFO] --PGD sample 66 image
[2024-11-25 12:25:15,524][INFO] --PGD sample 67 image
[2024-11-25 12:25:26,687][INFO] --PGD sample 68 image
[2024-11-25 12:25:37,853][INFO] --PGD sample 69 image
[2024-11-25 12:25:49,035][INFO] --PGD sample 70 image
[2024-11-25 12:26:00,188][INFO] --PGD sample 71 image
[2024-11-25 12:26:11,394][INFO] --PGD sample 72 image
[2024-11-25 12:26:22,607][INFO] --PGD sample 73 image
[2024-11-25 12:26:33,815][INFO] --PGD sample 74 image
[2024-11-25 12:26:45,019][INFO] --PGD sample 75 image
[2024-11-25 12:26:56,221][INFO] --PGD sample 76 image
[2024-11-25 12:27:07,319][INFO] --PGD sample 77 image
[2024-11-25 12:27:18,512][INFO] --PGD sample 78 image
[2024-11-25 12:27:29,710][INFO] --PGD sample 79 image
[2024-11-25 12:27:40,897][INFO] --PGD sample 80 image
[2024-11-25 12:27:52,066][INFO] --PGD sample 81 image
[2024-11-25 12:28:03,237][INFO] --PGD sample 82 image
[2024-11-25 12:28:14,408][INFO] --PGD sample 83 image
[2024-11-25 12:28:25,589][INFO] --PGD sample 84 image
[2024-11-25 12:28:36,762][INFO] --PGD sample 85 image
[2024-11-25 12:28:47,915][INFO] --PGD sample 86 image
[2024-11-25 12:28:59,067][INFO] --PGD sample 87 image
[2024-11-25 12:29:10,218][INFO] --PGD sample 88 image
[2024-11-25 12:29:21,407][INFO] --PGD sample 89 image
[2024-11-25 12:29:32,591][INFO] --PGD sample 90 image
[2024-11-25 12:29:43,786][INFO] --PGD sample 91 image
[2024-11-25 12:29:54,982][INFO] --PGD sample 92 image
[2024-11-25 12:30:06,178][INFO] --PGD sample 93 image
[2024-11-25 12:30:17,376][INFO] --PGD sample 94 image
[2024-11-25 12:30:28,572][INFO] --PGD sample 95 image
[2024-11-25 12:30:39,728][INFO] --PGD sample 96 image
[2024-11-25 12:30:50,889][INFO] --PGD sample 97 image
[2024-11-25 12:31:02,038][INFO] --PGD sample 98 image
[2024-11-25 12:31:13,195][INFO] --PGD sample 99 image
[2024-11-25 12:31:24,353][INFO] --PGD sample 100 image
[2024-11-25 12:31:35,989][INFO] --get the 4 part of the feature_lb and feature_ub
[2024-11-25 12:31:55,864][INFO] --Test repair set accuracy 0.0
[2024-11-25 12:31:56,636][INFO] --Patch network: --- feature PatchNet ---
Name: feature patch network 499
--- End of feature PatchNet ---
[2024-11-25 12:31:56,668][INFO] [0m 0s (0.009 seconds)] Start repair part 0: 0
[2024-11-25 12:31:56,668][INFO] [0m 0s (0.009 seconds)] After epoch 0:
[2024-11-25 12:31:56,668][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:31:57,244][INFO] min loss 2.184079647064209, max loss 448.3813171386719.
[2024-11-25 12:31:57,249][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-25 12:31:57,322][INFO] Test set accuracy 0.8832.
[2024-11-25 12:31:57,322][INFO] repair set accuracy 0.02.
[2024-11-25 12:31:57,322][INFO] attacked test set accuracy 0.027.
[2024-11-25 12:31:57,322][INFO] 
[0m 0s (0.664 seconds)] Starting epoch 1:
[2024-11-25 12:31:58,789][INFO] [0m 2s (2.130 seconds)] After epoch 1:
[2024-11-25 12:31:58,789][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:31:59,350][INFO] min loss 0.0, max loss 0.0.
[2024-11-25 12:31:59,351][INFO] All 100 abstractions certified.
[2024-11-25 12:31:59,425][INFO] Test set accuracy 0.8832.
[2024-11-25 12:31:59,425][INFO] repair set accuracy 1.0.
[2024-11-25 12:31:59,425][INFO] attacked test set accuracy 1.0.
[2024-11-25 12:32:00,164][INFO] Accuracy at every epoch: [0.8832, 0.8832]
[2024-11-25 12:32:00,165][INFO] After 1 epochs / 0m 2s (2.767 seconds), eventually the trained network got certified? True, with 0.8832 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-25 12:32:00,177][INFO] [0m 3s (3.518 seconds)] Start repair part 1: 100
[2024-11-25 12:32:00,177][INFO] [0m 3s (3.518 seconds)] After epoch 0:
[2024-11-25 12:32:00,177][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:32:00,737][INFO] min loss 2.5088951587677, max loss 453.2808532714844.
[2024-11-25 12:32:00,742][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-25 12:32:00,816][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:00,816][INFO] repair set accuracy 0.02.
[2024-11-25 12:32:00,816][INFO] attacked test set accuracy 0.018.
[2024-11-25 12:32:00,816][INFO] 
[0m 4s (4.158 seconds)] Starting epoch 1:
[2024-11-25 12:32:02,253][INFO] [0m 5s (5.594 seconds)] After epoch 1:
[2024-11-25 12:32:02,253][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:32:02,815][INFO] min loss 0.0, max loss 46.54830551147461.
[2024-11-25 12:32:02,820][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-25 12:32:02,894][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:02,894][INFO] repair set accuracy 0.99.
[2024-11-25 12:32:02,894][INFO] attacked test set accuracy 0.99.
[2024-11-25 12:32:02,894][INFO] 
[0m 6s (6.236 seconds)] Starting epoch 2:
[2024-11-25 12:32:04,065][INFO] [0m 7s (7.406 seconds)] After epoch 2:
[2024-11-25 12:32:04,065][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:32:04,625][INFO] min loss 0.0, max loss 0.0.
[2024-11-25 12:32:04,625][INFO] All 100 abstractions certified.
[2024-11-25 12:32:04,699][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:04,700][INFO] repair set accuracy 1.0.
[2024-11-25 12:32:04,700][INFO] attacked test set accuracy 1.0.
[2024-11-25 12:32:05,465][INFO] Accuracy at every epoch: [0.8832, 0.8832, 0.8832]
[2024-11-25 12:32:05,465][INFO] After 2 epochs / 0m 8s (8.041 seconds), eventually the trained network got certified? True, with 0.8832 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-25 12:32:05,480][INFO] [0m 8s (8.821 seconds)] Start repair part 2: 200
[2024-11-25 12:32:05,480][INFO] [0m 8s (8.821 seconds)] After epoch 0:
[2024-11-25 12:32:05,480][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:32:06,034][INFO] min loss 2.7585339546203613, max loss 622.5098876953125.
[2024-11-25 12:32:06,039][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-25 12:32:06,114][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:06,114][INFO] repair set accuracy 0.01.
[2024-11-25 12:32:06,114][INFO] attacked test set accuracy 0.01.
[2024-11-25 12:32:06,114][INFO] 
[0m 9s (9.455 seconds)] Starting epoch 1:
[2024-11-25 12:32:07,333][INFO] [0m 10s (10.674 seconds)] After epoch 1:
[2024-11-25 12:32:07,334][INFO] Loaded 100 abstractions for training.
[2024-11-25 12:32:07,896][INFO] min loss 0.0, max loss 909.6365356445312.
[2024-11-25 12:32:07,901][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-11-25 12:32:07,976][INFO] Test set accuracy 0.8832.
[2024-11-25 12:32:07,976][INFO] repair set accuracy 0.98.
[2024-11-25 12:32:07,976][INFO] attacked test set accuracy 0.98.
[2024-11-25 12:32:07,976][INFO] 
[0m 11s (11.318 seconds)] Starting epoch 2:
[2024-11-25 12:32:09,188][INFO] [0m 12s (12.529 seconds)] After epoch 2:
[2024-11-25 12:32:09,188][INFO] Loaded 100 abstractions for training.
