[2024-04-07 06:36:11,387][INFO] 
===== resnet152-2-feature-500-2024-04-07-06-36-11 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0002
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: resnet152
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 2
  loose_bound: 0.0314
  divided_repair: 5
  accuracy_loss: <function TinyImagenetArgParser.setup_rest.<locals>.ce_loss at 0x7f6efbab8430>
  reset_params: False
  train_datasize: 10000
  test_datasize: 5000
  label_repaired: False
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f6efbab83a0>
[2024-04-07 06:51:00,381][INFO] --FGSM sample 100 image
[2024-04-07 06:51:01,133][INFO] --PGD sample 100 image
[2024-04-07 06:51:06,541][INFO] --get the 1 part of the feature_lb and feature_ub
[2024-04-07 06:51:06,542][INFO] --sample the 2 part of the originalset
[2024-04-07 06:51:06,542][INFO] --FGSM sample 1 image
[2024-04-07 06:51:07,269][INFO] --PGD sample 1 image
[2024-04-07 06:51:10,817][INFO] --FGSM sample 2 image
[2024-04-07 06:51:11,551][INFO] --PGD sample 2 image
[2024-04-07 06:51:15,113][INFO] --FGSM sample 3 image
[2024-04-07 06:51:15,845][INFO] --PGD sample 3 image
[2024-04-07 06:51:19,406][INFO] --FGSM sample 4 image
[2024-04-07 06:51:20,142][INFO] --PGD sample 4 image
[2024-04-07 06:51:23,711][INFO] --FGSM sample 5 image
[2024-04-07 06:51:24,450][INFO] --PGD sample 5 image
[2024-04-07 06:51:28,026][INFO] --FGSM sample 6 image
[2024-04-07 06:51:28,763][INFO] --PGD sample 6 image
[2024-04-07 06:51:32,341][INFO] --FGSM sample 7 image
[2024-04-07 06:51:33,078][INFO] --PGD sample 7 image
[2024-04-07 06:51:36,654][INFO] --FGSM sample 8 image
[2024-04-07 06:51:37,393][INFO] --PGD sample 8 image
[2024-04-07 06:51:40,980][INFO] --FGSM sample 9 image
[2024-04-07 06:51:41,719][INFO] --PGD sample 9 image
[2024-04-07 06:51:45,302][INFO] --FGSM sample 10 image
[2024-04-07 06:51:46,041][INFO] --PGD sample 10 image
[2024-04-07 06:51:49,631][INFO] --FGSM sample 11 image
[2024-04-07 06:51:50,375][INFO] --PGD sample 11 image
[2024-04-07 06:51:53,969][INFO] --FGSM sample 12 image
[2024-04-07 06:51:54,708][INFO] --PGD sample 12 image
[2024-04-07 06:51:58,306][INFO] --FGSM sample 13 image
[2024-04-07 06:51:59,048][INFO] --PGD sample 13 image
[2024-04-07 06:52:02,645][INFO] --FGSM sample 14 image
[2024-04-07 06:52:03,385][INFO] --PGD sample 14 image
[2024-04-07 06:52:06,982][INFO] --FGSM sample 15 image
[2024-04-07 06:52:07,725][INFO] --PGD sample 15 image
[2024-04-07 06:52:11,322][INFO] --FGSM sample 16 image
[2024-04-07 06:52:12,062][INFO] --PGD sample 16 image
[2024-04-07 06:52:15,669][INFO] --FGSM sample 17 image
[2024-04-07 06:52:16,412][INFO] --PGD sample 17 image
[2024-04-07 06:52:20,014][INFO] --FGSM sample 18 image
[2024-04-07 06:52:20,757][INFO] --PGD sample 18 image
[2024-04-07 06:52:24,363][INFO] --FGSM sample 19 image
[2024-04-07 06:52:25,116][INFO] --PGD sample 19 image
[2024-04-07 06:52:28,725][INFO] --FGSM sample 20 image
[2024-04-07 06:52:29,467][INFO] --PGD sample 20 image
[2024-04-07 06:52:33,077][INFO] --FGSM sample 21 image
[2024-04-07 06:52:33,821][INFO] --PGD sample 21 image
[2024-04-07 06:52:37,427][INFO] --FGSM sample 22 image
[2024-04-07 06:52:38,170][INFO] --PGD sample 22 image
[2024-04-07 06:52:41,777][INFO] --FGSM sample 23 image
[2024-04-07 06:52:42,520][INFO] --PGD sample 23 image
[2024-04-07 06:52:46,131][INFO] --FGSM sample 24 image
[2024-04-07 06:52:46,888][INFO] --PGD sample 24 image
[2024-04-07 06:52:50,495][INFO] --FGSM sample 25 image
[2024-04-07 06:52:51,251][INFO] --PGD sample 25 image
[2024-04-07 06:52:54,865][INFO] --FGSM sample 26 image
[2024-04-07 06:52:55,612][INFO] --PGD sample 26 image
[2024-04-07 06:52:59,229][INFO] --FGSM sample 27 image
[2024-04-07 06:52:59,973][INFO] --PGD sample 27 image
[2024-04-07 06:53:03,593][INFO] --FGSM sample 28 image
[2024-04-07 06:53:04,347][INFO] --PGD sample 28 image
[2024-04-07 06:53:07,959][INFO] --FGSM sample 29 image
[2024-04-07 06:53:08,709][INFO] --PGD sample 29 image
[2024-04-07 06:53:12,319][INFO] --FGSM sample 30 image
[2024-04-07 06:53:13,066][INFO] --PGD sample 30 image
[2024-04-07 06:53:16,685][INFO] --FGSM sample 31 image
[2024-04-07 06:53:17,433][INFO] --PGD sample 31 image
[2024-04-07 06:53:21,081][INFO] --FGSM sample 32 image
[2024-04-07 06:53:21,831][INFO] --PGD sample 32 image
[2024-04-07 06:53:25,442][INFO] --FGSM sample 33 image
[2024-04-07 06:53:26,196][INFO] --PGD sample 33 image
[2024-04-07 06:53:29,806][INFO] --FGSM sample 34 image
[2024-04-07 06:53:30,554][INFO] --PGD sample 34 image
[2024-04-07 06:53:34,169][INFO] --FGSM sample 35 image
[2024-04-07 06:53:34,914][INFO] --PGD sample 35 image
[2024-04-07 06:53:38,536][INFO] --FGSM sample 36 image
[2024-04-07 06:53:39,279][INFO] --PGD sample 36 image
[2024-04-07 06:53:42,903][INFO] --FGSM sample 37 image
[2024-04-07 06:53:43,648][INFO] --PGD sample 37 image
[2024-04-07 06:53:47,265][INFO] --FGSM sample 38 image
[2024-04-07 06:53:48,020][INFO] --PGD sample 38 image
[2024-04-07 06:53:51,631][INFO] --FGSM sample 39 image
[2024-04-07 06:53:52,376][INFO] --PGD sample 39 image
[2024-04-07 06:53:55,997][INFO] --FGSM sample 40 image
[2024-04-07 06:53:56,744][INFO] --PGD sample 40 image
[2024-04-07 06:54:00,362][INFO] --FGSM sample 41 image
[2024-04-07 06:54:01,106][INFO] --PGD sample 41 image
[2024-04-07 06:54:04,724][INFO] --FGSM sample 42 image
[2024-04-07 06:54:05,469][INFO] --PGD sample 42 image
[2024-04-07 06:54:09,086][INFO] --FGSM sample 43 image
[2024-04-07 06:54:09,817][INFO] --PGD sample 43 image
[2024-04-07 06:54:13,440][INFO] --FGSM sample 44 image
[2024-04-07 06:54:14,185][INFO] --PGD sample 44 image
[2024-04-07 06:54:17,804][INFO] --FGSM sample 45 image
[2024-04-07 06:54:18,554][INFO] --PGD sample 45 image
[2024-04-07 06:54:22,179][INFO] --FGSM sample 46 image
[2024-04-07 06:54:22,914][INFO] --PGD sample 46 image
[2024-04-07 06:54:26,531][INFO] --FGSM sample 47 image
[2024-04-07 06:54:27,279][INFO] --PGD sample 47 image
[2024-04-07 06:54:30,614][INFO] --FGSM sample 48 image
[2024-04-07 06:54:31,304][INFO] --PGD sample 48 image
[2024-04-07 06:54:34,656][INFO] --FGSM sample 49 image
[2024-04-07 06:54:35,332][INFO] --PGD sample 49 image
[2024-04-07 06:54:38,697][INFO] --FGSM sample 50 image
[2024-04-07 06:54:39,398][INFO] --PGD sample 50 image
[2024-04-07 06:54:42,788][INFO] --FGSM sample 51 image
[2024-04-07 06:54:43,487][INFO] --PGD sample 51 image
[2024-04-07 06:54:46,903][INFO] --FGSM sample 52 image
[2024-04-07 06:54:47,584][INFO] --PGD sample 52 image
[2024-04-07 06:54:50,989][INFO] --FGSM sample 53 image
[2024-04-07 06:54:51,691][INFO] --PGD sample 53 image
[2024-04-07 06:54:55,076][INFO] --FGSM sample 54 image
[2024-04-07 06:54:55,779][INFO] --PGD sample 54 image
[2024-04-07 06:54:59,181][INFO] --FGSM sample 55 image
[2024-04-07 06:54:59,895][INFO] --PGD sample 55 image
[2024-04-07 06:55:03,296][INFO] --FGSM sample 56 image
[2024-04-07 06:55:04,000][INFO] --PGD sample 56 image
[2024-04-07 06:55:07,415][INFO] --FGSM sample 57 image
[2024-04-07 06:55:08,123][INFO] --PGD sample 57 image
[2024-04-07 06:55:11,541][INFO] --FGSM sample 58 image
[2024-04-07 06:55:12,246][INFO] --PGD sample 58 image
[2024-04-07 06:55:15,663][INFO] --FGSM sample 59 image
[2024-04-07 06:55:16,370][INFO] --PGD sample 59 image
[2024-04-07 06:55:19,790][INFO] --FGSM sample 60 image
[2024-04-07 06:55:20,501][INFO] --PGD sample 60 image
[2024-04-07 06:55:23,924][INFO] --FGSM sample 61 image
[2024-04-07 06:55:24,633][INFO] --PGD sample 61 image
[2024-04-07 06:55:28,055][INFO] --FGSM sample 62 image
[2024-04-07 06:55:28,763][INFO] --PGD sample 62 image
[2024-04-07 06:55:32,197][INFO] --FGSM sample 63 image
[2024-04-07 06:55:32,908][INFO] --PGD sample 63 image
[2024-04-07 06:55:36,340][INFO] --FGSM sample 64 image
[2024-04-07 06:55:37,049][INFO] --PGD sample 64 image
[2024-04-07 06:55:40,473][INFO] --FGSM sample 65 image
[2024-04-07 06:55:41,180][INFO] --PGD sample 65 image
[2024-04-07 06:55:44,606][INFO] --FGSM sample 66 image
[2024-04-07 06:55:45,317][INFO] --PGD sample 66 image
[2024-04-07 06:55:48,735][INFO] --FGSM sample 67 image
[2024-04-07 06:55:49,430][INFO] --PGD sample 67 image
[2024-04-07 06:55:52,842][INFO] --FGSM sample 68 image
[2024-04-07 06:55:53,553][INFO] --PGD sample 68 image
[2024-04-07 06:55:56,975][INFO] --FGSM sample 69 image
[2024-04-07 06:55:57,691][INFO] --PGD sample 69 image
[2024-04-07 06:56:01,117][INFO] --FGSM sample 70 image
[2024-04-07 06:56:01,828][INFO] --PGD sample 70 image
[2024-04-07 06:56:05,246][INFO] --FGSM sample 71 image
[2024-04-07 06:56:05,957][INFO] --PGD sample 71 image
[2024-04-07 06:56:09,396][INFO] --FGSM sample 72 image
[2024-04-07 06:56:10,792][INFO] --PGD sample 72 image
[2024-04-07 06:56:14,214][INFO] --FGSM sample 73 image
[2024-04-07 06:56:14,921][INFO] --PGD sample 73 image
[2024-04-07 06:56:18,354][INFO] --FGSM sample 74 image
[2024-04-07 06:56:19,060][INFO] --PGD sample 74 image
[2024-04-07 06:56:22,490][INFO] --FGSM sample 75 image
[2024-04-07 06:56:23,197][INFO] --PGD sample 75 image
[2024-04-07 06:56:26,621][INFO] --FGSM sample 76 image
[2024-04-07 06:56:27,341][INFO] --PGD sample 76 image
[2024-04-07 06:56:30,768][INFO] --FGSM sample 77 image
[2024-04-07 06:56:31,463][INFO] --PGD sample 77 image
[2024-04-07 06:56:34,895][INFO] --FGSM sample 78 image
[2024-04-07 06:56:35,605][INFO] --PGD sample 78 image
[2024-04-07 06:56:39,031][INFO] --FGSM sample 79 image
[2024-04-07 06:56:39,742][INFO] --PGD sample 79 image
[2024-04-07 06:56:43,183][INFO] --FGSM sample 80 image
[2024-04-07 06:56:43,888][INFO] --PGD sample 80 image
[2024-04-07 06:56:47,316][INFO] --FGSM sample 81 image
[2024-04-07 06:56:48,026][INFO] --PGD sample 81 image
[2024-04-07 06:56:51,458][INFO] --FGSM sample 82 image
[2024-04-07 06:56:52,170][INFO] --PGD sample 82 image
[2024-04-07 06:56:55,591][INFO] --FGSM sample 83 image
[2024-04-07 06:56:56,299][INFO] --PGD sample 83 image
[2024-04-07 06:56:59,727][INFO] --FGSM sample 84 image
[2024-04-07 06:57:00,430][INFO] --PGD sample 84 image
[2024-04-07 06:57:03,858][INFO] --FGSM sample 85 image
[2024-04-07 06:57:04,580][INFO] --PGD sample 85 image
[2024-04-07 06:57:08,016][INFO] --FGSM sample 86 image
[2024-04-07 06:57:08,725][INFO] --PGD sample 86 image
[2024-04-07 06:57:12,156][INFO] --FGSM sample 87 image
[2024-04-07 06:57:12,864][INFO] --PGD sample 87 image
[2024-04-07 06:57:16,286][INFO] --FGSM sample 88 image
[2024-04-07 06:57:16,991][INFO] --PGD sample 88 image
[2024-04-07 06:57:20,425][INFO] --FGSM sample 89 image
[2024-04-07 06:57:21,143][INFO] --PGD sample 89 image
[2024-04-07 06:57:24,571][INFO] --FGSM sample 90 image
[2024-04-07 06:57:25,278][INFO] --PGD sample 90 image
[2024-04-07 06:57:28,703][INFO] --FGSM sample 91 image
[2024-04-07 06:57:29,422][INFO] --PGD sample 91 image
[2024-04-07 06:57:32,861][INFO] --FGSM sample 92 image
[2024-04-07 06:57:33,572][INFO] --PGD sample 92 image
[2024-04-07 06:57:37,002][INFO] --FGSM sample 93 image
[2024-04-07 06:57:37,716][INFO] --PGD sample 93 image
[2024-04-07 06:57:41,169][INFO] --FGSM sample 94 image
[2024-04-07 06:57:41,893][INFO] --PGD sample 94 image
[2024-04-07 06:57:45,325][INFO] --FGSM sample 95 image
[2024-04-07 06:57:46,028][INFO] --PGD sample 95 image
[2024-04-07 06:57:49,461][INFO] --FGSM sample 96 image
[2024-04-07 06:57:50,167][INFO] --PGD sample 96 image
[2024-04-07 06:57:53,594][INFO] --FGSM sample 97 image
[2024-04-07 06:57:54,300][INFO] --PGD sample 97 image
[2024-04-07 06:57:57,732][INFO] --FGSM sample 98 image
[2024-04-07 06:57:58,439][INFO] --PGD sample 98 image
[2024-04-07 06:58:01,879][INFO] --FGSM sample 99 image
[2024-04-07 06:58:02,598][INFO] --PGD sample 99 image
[2024-04-07 06:58:06,059][INFO] --FGSM sample 100 image
[2024-04-07 06:58:06,782][INFO] --PGD sample 100 image
[2024-04-07 06:58:12,004][INFO] --get the 2 part of the feature_lb and feature_ub
[2024-04-07 06:58:12,005][INFO] --sample the 3 part of the originalset
[2024-04-07 06:58:12,005][INFO] --FGSM sample 1 image
[2024-04-07 06:58:12,708][INFO] --PGD sample 1 image
[2024-04-07 06:58:16,100][INFO] --FGSM sample 2 image
[2024-04-07 06:58:16,813][INFO] --PGD sample 2 image
[2024-04-07 06:58:20,241][INFO] --FGSM sample 3 image
[2024-04-07 06:58:20,931][INFO] --PGD sample 3 image
[2024-04-07 06:58:24,347][INFO] --FGSM sample 4 image
[2024-04-07 06:58:25,047][INFO] --PGD sample 4 image
[2024-04-07 06:58:28,443][INFO] --FGSM sample 5 image
[2024-04-07 06:58:29,144][INFO] --PGD sample 5 image
[2024-04-07 06:58:32,571][INFO] --FGSM sample 6 image
[2024-04-07 06:58:33,295][INFO] --PGD sample 6 image
[2024-04-07 06:58:36,707][INFO] --FGSM sample 7 image
[2024-04-07 06:58:37,429][INFO] --PGD sample 7 image
[2024-04-07 06:58:40,867][INFO] --FGSM sample 8 image
[2024-04-07 06:58:41,579][INFO] --PGD sample 8 image
[2024-04-07 06:58:44,985][INFO] --FGSM sample 9 image
[2024-04-07 06:58:45,687][INFO] --PGD sample 9 image
[2024-04-07 06:58:49,121][INFO] --FGSM sample 10 image
[2024-04-07 06:58:49,833][INFO] --PGD sample 10 image
[2024-04-07 06:58:53,230][INFO] --FGSM sample 11 image
[2024-04-07 06:58:53,934][INFO] --PGD sample 11 image
[2024-04-07 06:58:57,338][INFO] --FGSM sample 12 image
[2024-04-07 06:58:58,037][INFO] --PGD sample 12 image
[2024-04-07 06:59:01,449][INFO] --FGSM sample 13 image
[2024-04-07 06:59:02,156][INFO] --PGD sample 13 image
[2024-04-07 06:59:05,572][INFO] --FGSM sample 14 image
[2024-04-07 06:59:06,257][INFO] --PGD sample 14 image
[2024-04-07 06:59:09,686][INFO] --FGSM sample 15 image
[2024-04-07 06:59:10,383][INFO] --PGD sample 15 image
[2024-04-07 06:59:13,764][INFO] --FGSM sample 16 image
[2024-04-07 06:59:14,468][INFO] --PGD sample 16 image
[2024-04-07 06:59:17,848][INFO] --FGSM sample 17 image
[2024-04-07 06:59:18,548][INFO] --PGD sample 17 image
[2024-04-07 06:59:21,932][INFO] --FGSM sample 18 image
[2024-04-07 06:59:22,634][INFO] --PGD sample 18 image
[2024-04-07 06:59:26,053][INFO] --FGSM sample 19 image
[2024-04-07 06:59:26,755][INFO] --PGD sample 19 image
[2024-04-07 06:59:30,150][INFO] --FGSM sample 20 image
[2024-04-07 06:59:30,849][INFO] --PGD sample 20 image
[2024-04-07 06:59:34,253][INFO] --FGSM sample 21 image
[2024-04-07 06:59:34,959][INFO] --PGD sample 21 image
[2024-04-07 06:59:38,352][INFO] --FGSM sample 22 image
[2024-04-07 06:59:39,062][INFO] --PGD sample 22 image
[2024-04-07 06:59:42,468][INFO] --FGSM sample 23 image
[2024-04-07 06:59:43,171][INFO] --PGD sample 23 image
[2024-04-07 06:59:46,574][INFO] --FGSM sample 24 image
[2024-04-07 06:59:47,285][INFO] --PGD sample 24 image
[2024-04-07 06:59:50,709][INFO] --FGSM sample 25 image
[2024-04-07 06:59:51,416][INFO] --PGD sample 25 image
[2024-04-07 06:59:54,846][INFO] --FGSM sample 26 image
[2024-04-07 06:59:55,562][INFO] --PGD sample 26 image
[2024-04-07 06:59:58,968][INFO] --FGSM sample 27 image
[2024-04-07 06:59:59,673][INFO] --PGD sample 27 image
[2024-04-07 07:00:03,085][INFO] --FGSM sample 28 image
[2024-04-07 07:00:03,802][INFO] --PGD sample 28 image
[2024-04-07 07:00:07,237][INFO] --FGSM sample 29 image
[2024-04-07 07:00:07,939][INFO] --PGD sample 29 image
[2024-04-07 07:00:11,348][INFO] --FGSM sample 30 image
[2024-04-07 07:00:12,052][INFO] --PGD sample 30 image
[2024-04-07 07:00:15,458][INFO] --FGSM sample 31 image
[2024-04-07 07:00:16,166][INFO] --PGD sample 31 image
[2024-04-07 07:00:19,598][INFO] --FGSM sample 32 image
[2024-04-07 07:00:20,317][INFO] --PGD sample 32 image
[2024-04-07 07:00:23,756][INFO] --FGSM sample 33 image
[2024-04-07 07:00:24,470][INFO] --PGD sample 33 image
[2024-04-07 07:00:27,878][INFO] --FGSM sample 34 image
[2024-04-07 07:00:28,581][INFO] --PGD sample 34 image
[2024-04-07 07:00:31,992][INFO] --FGSM sample 35 image
[2024-04-07 07:00:32,698][INFO] --PGD sample 35 image
[2024-04-07 07:00:36,110][INFO] --FGSM sample 36 image
[2024-04-07 07:00:36,816][INFO] --PGD sample 36 image
[2024-04-07 07:00:40,225][INFO] --FGSM sample 37 image
[2024-04-07 07:00:40,935][INFO] --PGD sample 37 image
[2024-04-07 07:00:44,340][INFO] --FGSM sample 38 image
[2024-04-07 07:00:45,047][INFO] --PGD sample 38 image
[2024-04-07 07:00:48,460][INFO] --FGSM sample 39 image
[2024-04-07 07:00:49,180][INFO] --PGD sample 39 image
[2024-04-07 07:00:52,573][INFO] --FGSM sample 40 image
[2024-04-07 07:00:53,202][INFO] --PGD sample 40 image
[2024-04-07 07:00:56,146][INFO] --FGSM sample 41 image
[2024-04-07 07:00:56,755][INFO] --PGD sample 41 image
[2024-04-07 07:00:59,660][INFO] --FGSM sample 42 image
[2024-04-07 07:01:00,264][INFO] --PGD sample 42 image
[2024-04-07 07:01:03,142][INFO] --FGSM sample 43 image
[2024-04-07 07:01:03,736][INFO] --PGD sample 43 image
[2024-04-07 07:01:06,620][INFO] --FGSM sample 44 image
[2024-04-07 07:01:07,215][INFO] --PGD sample 44 image
[2024-04-07 07:01:10,090][INFO] --FGSM sample 45 image
[2024-04-07 07:01:10,693][INFO] --PGD sample 45 image
[2024-04-07 07:01:13,561][INFO] --FGSM sample 46 image
[2024-04-07 07:01:14,155][INFO] --PGD sample 46 image
[2024-04-07 07:01:17,023][INFO] --FGSM sample 47 image
[2024-04-07 07:01:17,618][INFO] --PGD sample 47 image
[2024-04-07 07:01:20,491][INFO] --FGSM sample 48 image
[2024-04-07 07:01:21,088][INFO] --PGD sample 48 image
[2024-04-07 07:01:23,951][INFO] --FGSM sample 49 image
[2024-04-07 07:01:24,546][INFO] --PGD sample 49 image
[2024-04-07 07:01:27,434][INFO] --FGSM sample 50 image
[2024-04-07 07:01:28,030][INFO] --PGD sample 50 image
[2024-04-07 07:01:30,918][INFO] --FGSM sample 51 image
[2024-04-07 07:01:31,532][INFO] --PGD sample 51 image
[2024-04-07 07:01:34,435][INFO] --FGSM sample 52 image
[2024-04-07 07:01:35,039][INFO] --PGD sample 52 image
[2024-04-07 07:01:37,908][INFO] --FGSM sample 53 image
[2024-04-07 07:01:38,514][INFO] --PGD sample 53 image
[2024-04-07 07:01:41,416][INFO] --FGSM sample 54 image
[2024-04-07 07:01:42,014][INFO] --PGD sample 54 image
[2024-04-07 07:01:44,889][INFO] --FGSM sample 55 image
[2024-04-07 07:01:45,491][INFO] --PGD sample 55 image
[2024-04-07 07:01:48,381][INFO] --FGSM sample 56 image
[2024-04-07 07:01:48,987][INFO] --PGD sample 56 image
[2024-04-07 07:01:51,860][INFO] --FGSM sample 57 image
[2024-04-07 07:01:52,454][INFO] --PGD sample 57 image
[2024-04-07 07:01:55,324][INFO] --FGSM sample 58 image
[2024-04-07 07:01:55,918][INFO] --PGD sample 58 image
[2024-04-07 07:01:58,791][INFO] --FGSM sample 59 image
[2024-04-07 07:01:59,388][INFO] --PGD sample 59 image
[2024-04-07 07:02:02,255][INFO] --FGSM sample 60 image
[2024-04-07 07:02:02,859][INFO] --PGD sample 60 image
[2024-04-07 07:02:05,728][INFO] --FGSM sample 61 image
[2024-04-07 07:02:06,323][INFO] --PGD sample 61 image
[2024-04-07 07:02:09,197][INFO] --FGSM sample 62 image
[2024-04-07 07:02:09,798][INFO] --PGD sample 62 image
[2024-04-07 07:02:12,674][INFO] --FGSM sample 63 image
[2024-04-07 07:02:13,271][INFO] --PGD sample 63 image
[2024-04-07 07:02:16,145][INFO] --FGSM sample 64 image
[2024-04-07 07:02:19,591][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:02:19,591][INFO] --PGD sample 64 image
[2024-04-07 07:02:22,465][INFO] --FGSM sample 65 image
[2024-04-07 07:02:23,065][INFO] --PGD sample 65 image
[2024-04-07 07:02:25,942][INFO] --FGSM sample 66 image
[2024-04-07 07:02:26,537][INFO] --PGD sample 66 image
[2024-04-07 07:02:29,414][INFO] --FGSM sample 67 image
[2024-04-07 07:02:30,013][INFO] --PGD sample 67 image
[2024-04-07 07:02:32,891][INFO] --FGSM sample 68 image
[2024-04-07 07:02:33,473][INFO] --PGD sample 68 image
[2024-04-07 07:02:36,360][INFO] --FGSM sample 69 image
[2024-04-07 07:02:36,960][INFO] --PGD sample 69 image
[2024-04-07 07:02:39,847][INFO] --FGSM sample 70 image
[2024-04-07 07:02:40,449][INFO] --PGD sample 70 image
[2024-04-07 07:02:43,337][INFO] --FGSM sample 71 image
[2024-04-07 07:02:43,935][INFO] --PGD sample 71 image
[2024-04-07 07:02:46,827][INFO] --FGSM sample 72 image
[2024-04-07 07:02:47,433][INFO] --PGD sample 72 image
[2024-04-07 07:02:50,317][INFO] --FGSM sample 73 image
[2024-04-07 07:02:50,918][INFO] --PGD sample 73 image
[2024-04-07 07:02:53,796][INFO] --FGSM sample 74 image
[2024-04-07 07:02:54,399][INFO] --PGD sample 74 image
[2024-04-07 07:02:57,275][INFO] --FGSM sample 75 image
[2024-04-07 07:02:57,873][INFO] --PGD sample 75 image
[2024-04-07 07:03:00,757][INFO] --FGSM sample 76 image
[2024-04-07 07:03:01,355][INFO] --PGD sample 76 image
[2024-04-07 07:03:04,232][INFO] --FGSM sample 77 image
[2024-04-07 07:03:04,830][INFO] --PGD sample 77 image
[2024-04-07 07:03:07,707][INFO] --FGSM sample 78 image
[2024-04-07 07:03:08,304][INFO] --PGD sample 78 image
[2024-04-07 07:03:11,183][INFO] --FGSM sample 79 image
[2024-04-07 07:03:11,783][INFO] --PGD sample 79 image
[2024-04-07 07:03:14,661][INFO] --FGSM sample 80 image
[2024-04-07 07:03:15,267][INFO] --PGD sample 80 image
[2024-04-07 07:03:18,147][INFO] --FGSM sample 81 image
[2024-04-07 07:03:18,747][INFO] --PGD sample 81 image
[2024-04-07 07:03:21,621][INFO] --FGSM sample 82 image
[2024-04-07 07:03:22,226][INFO] --PGD sample 82 image
[2024-04-07 07:03:25,106][INFO] --FGSM sample 83 image
[2024-04-07 07:03:25,701][INFO] --PGD sample 83 image
[2024-04-07 07:03:28,584][INFO] --FGSM sample 84 image
[2024-04-07 07:03:29,181][INFO] --PGD sample 84 image
[2024-04-07 07:03:32,062][INFO] --FGSM sample 85 image
[2024-04-07 07:03:32,659][INFO] --PGD sample 85 image
[2024-04-07 07:03:35,540][INFO] --FGSM sample 86 image
[2024-04-07 07:03:36,122][INFO] --PGD sample 86 image
[2024-04-07 07:03:39,001][INFO] --FGSM sample 87 image
[2024-04-07 07:03:39,605][INFO] --PGD sample 87 image
[2024-04-07 07:03:42,499][INFO] --FGSM sample 88 image
[2024-04-07 07:03:43,100][INFO] --PGD sample 88 image
[2024-04-07 07:03:45,980][INFO] --FGSM sample 89 image
[2024-04-07 07:03:46,577][INFO] --PGD sample 89 image
[2024-04-07 07:03:49,458][INFO] --FGSM sample 90 image
[2024-04-07 07:03:50,058][INFO] --PGD sample 90 image
[2024-04-07 07:03:52,942][INFO] --FGSM sample 91 image
[2024-04-07 07:03:53,544][INFO] --PGD sample 91 image
[2024-04-07 07:03:56,426][INFO] --FGSM sample 92 image
[2024-04-07 07:03:57,022][INFO] --PGD sample 92 image
[2024-04-07 07:03:59,917][INFO] --FGSM sample 93 image
[2024-04-07 07:04:00,515][INFO] --PGD sample 93 image
[2024-04-07 07:04:03,403][INFO] --FGSM sample 94 image
[2024-04-07 07:04:04,001][INFO] --PGD sample 94 image
[2024-04-07 07:04:06,891][INFO] --FGSM sample 95 image
[2024-04-07 07:04:07,499][INFO] --PGD sample 95 image
[2024-04-07 07:04:10,396][INFO] --FGSM sample 96 image
[2024-04-07 07:04:10,996][INFO] --PGD sample 96 image
[2024-04-07 07:04:13,888][INFO] --FGSM sample 97 image
[2024-04-07 07:04:14,492][INFO] --PGD sample 97 image
[2024-04-07 07:04:17,388][INFO] --FGSM sample 98 image
[2024-04-07 07:04:17,989][INFO] --PGD sample 98 image
[2024-04-07 07:04:20,885][INFO] --FGSM sample 99 image
[2024-04-07 07:04:21,490][INFO] --PGD sample 99 image
[2024-04-07 07:04:24,373][INFO] --FGSM sample 100 image
[2024-04-07 07:04:24,976][INFO] --PGD sample 100 image
[2024-04-07 07:04:29,658][INFO] --get the 3 part of the feature_lb and feature_ub
[2024-04-07 07:04:29,659][INFO] --sample the 4 part of the originalset
[2024-04-07 07:04:29,659][INFO] --FGSM sample 1 image
[2024-04-07 07:04:30,249][INFO] --PGD sample 1 image
[2024-04-07 07:04:33,087][INFO] --FGSM sample 2 image
[2024-04-07 07:04:33,683][INFO] --PGD sample 2 image
[2024-04-07 07:04:36,530][INFO] --FGSM sample 3 image
[2024-04-07 07:04:37,119][INFO] --PGD sample 3 image
[2024-04-07 07:04:39,961][INFO] --FGSM sample 4 image
[2024-04-07 07:04:40,554][INFO] --PGD sample 4 image
[2024-04-07 07:04:43,398][INFO] --FGSM sample 5 image
[2024-04-07 07:04:43,988][INFO] --PGD sample 5 image
[2024-04-07 07:04:46,842][INFO] --FGSM sample 6 image
[2024-04-07 07:04:47,432][INFO] --PGD sample 6 image
[2024-04-07 07:04:50,284][INFO] --FGSM sample 7 image
[2024-04-07 07:04:50,863][INFO] --PGD sample 7 image
[2024-04-07 07:04:53,712][INFO] --FGSM sample 8 image
[2024-04-07 07:04:54,303][INFO] --PGD sample 8 image
[2024-04-07 07:04:57,164][INFO] --FGSM sample 9 image
[2024-04-07 07:04:57,756][INFO] --PGD sample 9 image
