[2024-04-07 07:07:25,003][INFO] 
===== wide_resnet101_2-2-feature-1000-2024-04-07-07-07-24 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0002
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: wide_resnet101_2
  no_repair: False
  repair_number: 1000
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 2
  loose_bound: 0.0314
  divided_repair: 10
  accuracy_loss: <function TinyImagenetArgParser.setup_rest.<locals>.ce_loss at 0x7f97ba1723a0>
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  label_repaired: False
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 1000
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f97ba165310>
[2024-04-07 07:18:57,631][INFO] --FGSM sample 97 image
[2024-04-07 07:18:58,221][INFO] --PGD sample 97 image
[2024-04-07 07:19:01,049][INFO] --FGSM sample 98 image
[2024-04-07 07:19:04,448][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:19:04,448][INFO] --PGD sample 98 image
[2024-04-07 07:19:07,278][INFO] --FGSM sample 99 image
[2024-04-07 07:19:07,864][INFO] --PGD sample 99 image
[2024-04-07 07:19:10,689][INFO] --FGSM sample 100 image
[2024-04-07 07:19:11,285][INFO] --PGD sample 100 image
[2024-04-07 07:19:16,107][INFO] --get the 1 part of the feature_lb and feature_ub
[2024-04-07 07:19:16,108][INFO] --sample the 2 part of the originalset
[2024-04-07 07:19:16,108][INFO] --FGSM sample 1 image
[2024-04-07 07:19:16,686][INFO] --PGD sample 1 image
[2024-04-07 07:19:19,443][INFO] --FGSM sample 2 image
[2024-04-07 07:19:20,019][INFO] --PGD sample 2 image
[2024-04-07 07:19:22,788][INFO] --FGSM sample 3 image
[2024-04-07 07:19:23,350][INFO] --PGD sample 3 image
[2024-04-07 07:19:26,134][INFO] --FGSM sample 4 image
[2024-04-07 07:19:26,718][INFO] --PGD sample 4 image
[2024-04-07 07:19:29,486][INFO] --FGSM sample 5 image
[2024-04-07 07:19:30,066][INFO] --PGD sample 5 image
[2024-04-07 07:19:32,845][INFO] --FGSM sample 6 image
[2024-04-07 07:19:33,431][INFO] --PGD sample 6 image
[2024-04-07 07:19:36,201][INFO] --FGSM sample 7 image
[2024-04-07 07:19:36,778][INFO] --PGD sample 7 image
[2024-04-07 07:19:39,563][INFO] --FGSM sample 8 image
[2024-04-07 07:19:40,138][INFO] --PGD sample 8 image
[2024-04-07 07:19:42,680][INFO] --FGSM sample 9 image
[2024-04-07 07:19:43,188][INFO] --PGD sample 9 image
[2024-04-07 07:19:45,955][INFO] --FGSM sample 10 image
[2024-04-07 07:19:46,537][INFO] --PGD sample 10 image
[2024-04-07 07:19:49,327][INFO] --FGSM sample 11 image
[2024-04-07 07:19:49,909][INFO] --PGD sample 11 image
[2024-04-07 07:19:52,438][INFO] --FGSM sample 12 image
[2024-04-07 07:19:52,938][INFO] --PGD sample 12 image
[2024-04-07 07:19:55,416][INFO] --FGSM sample 13 image
[2024-04-07 07:19:55,918][INFO] --PGD sample 13 image
[2024-04-07 07:19:58,460][INFO] --FGSM sample 14 image
[2024-04-07 07:20:00,157][INFO] --PGD sample 14 image
[2024-04-07 07:20:02,952][INFO] --FGSM sample 15 image
[2024-04-07 07:20:03,540][INFO] --PGD sample 15 image
[2024-04-07 07:20:06,337][INFO] --FGSM sample 16 image
[2024-04-07 07:20:06,922][INFO] --PGD sample 16 image
[2024-04-07 07:20:09,699][INFO] --FGSM sample 17 image
[2024-04-07 07:20:10,295][INFO] --PGD sample 17 image
[2024-04-07 07:20:13,081][INFO] --FGSM sample 18 image
[2024-04-07 07:20:13,674][INFO] --PGD sample 18 image
[2024-04-07 07:20:16,454][INFO] --FGSM sample 19 image
[2024-04-07 07:20:17,041][INFO] --PGD sample 19 image
[2024-04-07 07:20:19,830][INFO] --FGSM sample 20 image
[2024-04-07 07:20:20,417][INFO] --PGD sample 20 image
[2024-04-07 07:20:23,208][INFO] --FGSM sample 21 image
[2024-04-07 07:20:23,788][INFO] --PGD sample 21 image
[2024-04-07 07:20:26,591][INFO] --FGSM sample 22 image
[2024-04-07 07:20:27,174][INFO] --PGD sample 22 image
[2024-04-07 07:20:29,974][INFO] --FGSM sample 23 image
[2024-04-07 07:20:30,566][INFO] --PGD sample 23 image
[2024-04-07 07:20:33,360][INFO] --FGSM sample 24 image
[2024-04-07 07:20:33,939][INFO] --PGD sample 24 image
[2024-04-07 07:20:36,744][INFO] --FGSM sample 25 image
[2024-04-07 07:20:37,322][INFO] --PGD sample 25 image
[2024-04-07 07:20:40,121][INFO] --FGSM sample 26 image
[2024-04-07 07:20:40,707][INFO] --PGD sample 26 image
[2024-04-07 07:20:43,493][INFO] --FGSM sample 27 image
[2024-04-07 07:20:44,073][INFO] --PGD sample 27 image
[2024-04-07 07:20:46,853][INFO] --FGSM sample 28 image
[2024-04-07 07:20:47,443][INFO] --PGD sample 28 image
[2024-04-07 07:20:50,235][INFO] --FGSM sample 29 image
[2024-04-07 07:20:50,821][INFO] --PGD sample 29 image
[2024-04-07 07:20:53,534][INFO] --FGSM sample 30 image
[2024-04-07 07:20:54,127][INFO] --PGD sample 30 image
[2024-04-07 07:20:56,935][INFO] --FGSM sample 31 image
[2024-04-07 07:20:57,533][INFO] --PGD sample 31 image
[2024-04-07 07:21:00,347][INFO] --FGSM sample 32 image
[2024-04-07 07:21:00,928][INFO] --PGD sample 32 image
[2024-04-07 07:21:03,732][INFO] --FGSM sample 33 image
[2024-04-07 07:21:04,321][INFO] --PGD sample 33 image
[2024-04-07 07:21:07,118][INFO] --FGSM sample 34 image
[2024-04-07 07:21:07,703][INFO] --PGD sample 34 image
[2024-04-07 07:21:10,165][INFO] --FGSM sample 35 image
[2024-04-07 07:21:10,676][INFO] --PGD sample 35 image
[2024-04-07 07:21:13,291][INFO] --FGSM sample 36 image
[2024-04-07 07:21:13,848][INFO] --PGD sample 36 image
[2024-04-07 07:21:16,186][INFO] --FGSM sample 37 image
[2024-04-07 07:21:16,614][INFO] --PGD sample 37 image
[2024-04-07 07:21:18,617][INFO] --FGSM sample 38 image
[2024-04-07 07:21:19,041][INFO] --PGD sample 38 image
[2024-04-07 07:21:21,084][INFO] --FGSM sample 39 image
[2024-04-07 07:21:21,538][INFO] --PGD sample 39 image
[2024-04-07 07:21:23,940][INFO] --FGSM sample 40 image
[2024-04-07 07:21:24,452][INFO] --PGD sample 40 image
[2024-04-07 07:21:26,871][INFO] --FGSM sample 41 image
[2024-04-07 07:21:27,381][INFO] --PGD sample 41 image
[2024-04-07 07:21:29,814][INFO] --FGSM sample 42 image
[2024-04-07 07:21:30,328][INFO] --PGD sample 42 image
[2024-04-07 07:21:32,792][INFO] --FGSM sample 43 image
[2024-04-07 07:21:33,310][INFO] --PGD sample 43 image
[2024-04-07 07:21:35,784][INFO] --FGSM sample 44 image
[2024-04-07 07:21:36,310][INFO] --PGD sample 44 image
[2024-04-07 07:21:38,780][INFO] --FGSM sample 45 image
[2024-04-07 07:21:39,304][INFO] --PGD sample 45 image
[2024-04-07 07:21:41,762][INFO] --FGSM sample 46 image
[2024-04-07 07:21:42,287][INFO] --PGD sample 46 image
[2024-04-07 07:21:44,763][INFO] --FGSM sample 47 image
[2024-04-07 07:21:45,284][INFO] --PGD sample 47 image
[2024-04-07 07:21:47,764][INFO] --FGSM sample 48 image
[2024-04-07 07:21:48,302][INFO] --PGD sample 48 image
[2024-04-07 07:21:50,790][INFO] --FGSM sample 49 image
[2024-04-07 07:21:51,304][INFO] --PGD sample 49 image
[2024-04-07 07:21:53,529][INFO] --FGSM sample 50 image
[2024-04-07 07:21:53,956][INFO] --PGD sample 50 image
[2024-04-07 07:21:55,988][INFO] --FGSM sample 51 image
[2024-04-07 07:21:56,424][INFO] --PGD sample 51 image
[2024-04-07 07:21:58,464][INFO] --FGSM sample 52 image
[2024-04-07 07:21:58,876][INFO] --PGD sample 52 image
[2024-04-07 07:22:01,092][INFO] --FGSM sample 53 image
[2024-04-07 07:22:01,609][INFO] --PGD sample 53 image
[2024-04-07 07:22:04,029][INFO] --FGSM sample 54 image
[2024-04-07 07:22:04,527][INFO] --PGD sample 54 image
[2024-04-07 07:22:06,949][INFO] --FGSM sample 55 image
[2024-04-07 07:22:07,478][INFO] --PGD sample 55 image
[2024-04-07 07:22:09,948][INFO] --FGSM sample 56 image
[2024-04-07 07:22:10,490][INFO] --PGD sample 56 image
[2024-04-07 07:22:13,071][INFO] --FGSM sample 57 image
[2024-04-07 07:22:13,625][INFO] --PGD sample 57 image
[2024-04-07 07:22:16,223][INFO] --FGSM sample 58 image
[2024-04-07 07:22:16,775][INFO] --PGD sample 58 image
[2024-04-07 07:22:19,385][INFO] --FGSM sample 59 image
[2024-04-07 07:22:19,926][INFO] --PGD sample 59 image
[2024-04-07 07:22:22,538][INFO] --FGSM sample 60 image
[2024-04-07 07:22:23,088][INFO] --PGD sample 60 image
[2024-04-07 07:22:25,687][INFO] --FGSM sample 61 image
[2024-04-07 07:22:26,231][INFO] --PGD sample 61 image
[2024-04-07 07:22:28,826][INFO] --FGSM sample 62 image
[2024-04-07 07:22:29,376][INFO] --PGD sample 62 image
[2024-04-07 07:22:31,967][INFO] --FGSM sample 63 image
[2024-04-07 07:22:32,508][INFO] --PGD sample 63 image
[2024-04-07 07:22:35,105][INFO] --FGSM sample 64 image
[2024-04-07 07:22:35,644][INFO] --PGD sample 64 image
[2024-04-07 07:22:38,231][INFO] --FGSM sample 65 image
[2024-04-07 07:22:38,770][INFO] --PGD sample 65 image
[2024-04-07 07:22:41,363][INFO] --FGSM sample 66 image
[2024-04-07 07:22:41,904][INFO] --PGD sample 66 image
[2024-04-07 07:22:44,483][INFO] --FGSM sample 67 image
[2024-04-07 07:22:45,031][INFO] --PGD sample 67 image
[2024-04-07 07:22:47,643][INFO] --FGSM sample 68 image
[2024-04-07 07:22:48,192][INFO] --PGD sample 68 image
[2024-04-07 07:22:50,797][INFO] --FGSM sample 69 image
[2024-04-07 07:22:51,342][INFO] --PGD sample 69 image
[2024-04-07 07:22:53,952][INFO] --FGSM sample 70 image
[2024-04-07 07:22:54,499][INFO] --PGD sample 70 image
[2024-04-07 07:22:57,098][INFO] --FGSM sample 71 image
[2024-04-07 07:22:57,650][INFO] --PGD sample 71 image
[2024-04-07 07:23:00,237][INFO] --FGSM sample 72 image
[2024-04-07 07:23:00,782][INFO] --PGD sample 72 image
[2024-04-07 07:23:03,382][INFO] --FGSM sample 73 image
[2024-04-07 07:23:03,924][INFO] --PGD sample 73 image
[2024-04-07 07:23:06,534][INFO] --FGSM sample 74 image
[2024-04-07 07:23:07,082][INFO] --PGD sample 74 image
[2024-04-07 07:23:09,670][INFO] --FGSM sample 75 image
[2024-04-07 07:23:10,221][INFO] --PGD sample 75 image
[2024-04-07 07:23:12,810][INFO] --FGSM sample 76 image
[2024-04-07 07:23:13,354][INFO] --PGD sample 76 image
[2024-04-07 07:23:15,950][INFO] --FGSM sample 77 image
[2024-04-07 07:23:16,492][INFO] --PGD sample 77 image
[2024-04-07 07:23:19,073][INFO] --FGSM sample 78 image
[2024-04-07 07:23:19,592][INFO] --PGD sample 78 image
[2024-04-07 07:23:22,176][INFO] --FGSM sample 79 image
[2024-04-07 07:23:23,239][INFO] --PGD sample 79 image
[2024-04-07 07:23:25,827][INFO] --FGSM sample 80 image
[2024-04-07 07:23:26,370][INFO] --PGD sample 80 image
[2024-04-07 07:23:28,977][INFO] --FGSM sample 81 image
[2024-04-07 07:23:29,523][INFO] --PGD sample 81 image
[2024-04-07 07:23:32,122][INFO] --FGSM sample 82 image
[2024-04-07 07:23:32,667][INFO] --PGD sample 82 image
[2024-04-07 07:23:35,279][INFO] --FGSM sample 83 image
[2024-04-07 07:23:35,824][INFO] --PGD sample 83 image
[2024-04-07 07:23:38,426][INFO] --FGSM sample 84 image
[2024-04-07 07:23:38,970][INFO] --PGD sample 84 image
[2024-04-07 07:23:41,562][INFO] --FGSM sample 85 image
[2024-04-07 07:23:42,104][INFO] --PGD sample 85 image
[2024-04-07 07:23:44,709][INFO] --FGSM sample 86 image
[2024-04-07 07:23:45,788][INFO] --PGD sample 86 image
[2024-04-07 07:23:48,358][INFO] --FGSM sample 87 image
[2024-04-07 07:23:48,951][INFO] --PGD sample 87 image
[2024-04-07 07:23:51,828][INFO] --FGSM sample 88 image
[2024-04-07 07:23:52,427][INFO] --PGD sample 88 image
[2024-04-07 07:23:55,303][INFO] --FGSM sample 89 image
[2024-04-07 07:23:55,783][INFO] --PGD sample 89 image
[2024-04-07 07:23:57,945][INFO] --FGSM sample 90 image
[2024-04-07 07:23:58,402][INFO] --PGD sample 90 image
[2024-04-07 07:24:00,785][INFO] --FGSM sample 91 image
[2024-04-07 07:24:01,310][INFO] --PGD sample 91 image
[2024-04-07 07:24:04,189][INFO] --FGSM sample 92 image
[2024-04-07 07:24:04,782][INFO] --PGD sample 92 image
[2024-04-07 07:24:07,614][INFO] --FGSM sample 93 image
[2024-04-07 07:24:08,209][INFO] --PGD sample 93 image
[2024-04-07 07:24:11,099][INFO] --FGSM sample 94 image
[2024-04-07 07:24:11,692][INFO] --PGD sample 94 image
[2024-04-07 07:24:14,552][INFO] --FGSM sample 95 image
[2024-04-07 07:24:15,155][INFO] --PGD sample 95 image
[2024-04-07 07:24:18,035][INFO] --FGSM sample 96 image
[2024-04-07 07:24:18,632][INFO] --PGD sample 96 image
[2024-04-07 07:24:21,512][INFO] --FGSM sample 97 image
[2024-04-07 07:24:22,113][INFO] --PGD sample 97 image
[2024-04-07 07:24:24,990][INFO] --FGSM sample 98 image
[2024-04-07 07:24:25,587][INFO] --PGD sample 98 image
[2024-04-07 07:24:28,466][INFO] --FGSM sample 99 image
[2024-04-07 07:24:29,067][INFO] --PGD sample 99 image
[2024-04-07 07:24:31,741][INFO] --FGSM sample 100 image
[2024-04-07 07:24:32,345][INFO] --PGD sample 100 image
[2024-04-07 07:24:37,276][INFO] --get the 2 part of the feature_lb and feature_ub
[2024-04-07 07:24:37,277][INFO] --sample the 3 part of the originalset
[2024-04-07 07:24:37,277][INFO] --FGSM sample 1 image
[2024-04-07 07:24:37,863][INFO] --PGD sample 1 image
[2024-04-07 07:24:40,672][INFO] --FGSM sample 2 image
[2024-04-07 07:24:41,262][INFO] --PGD sample 2 image
[2024-04-07 07:24:44,078][INFO] --FGSM sample 3 image
[2024-04-07 07:24:44,672][INFO] --PGD sample 3 image
[2024-04-07 07:24:47,490][INFO] --FGSM sample 4 image
[2024-04-07 07:24:48,080][INFO] --PGD sample 4 image
[2024-04-07 07:24:50,901][INFO] --FGSM sample 5 image
[2024-04-07 07:24:51,486][INFO] --PGD sample 5 image
[2024-04-07 07:24:54,302][INFO] --FGSM sample 6 image
[2024-04-07 07:24:54,875][INFO] --PGD sample 6 image
[2024-04-07 07:24:57,700][INFO] --FGSM sample 7 image
[2024-04-07 07:24:58,291][INFO] --PGD sample 7 image
[2024-04-07 07:25:01,115][INFO] --FGSM sample 8 image
[2024-04-07 07:25:01,704][INFO] --PGD sample 8 image
[2024-04-07 07:25:04,434][INFO] --FGSM sample 9 image
[2024-04-07 07:25:05,023][INFO] --PGD sample 9 image
[2024-04-07 07:25:07,779][INFO] --FGSM sample 10 image
[2024-04-07 07:25:08,364][INFO] --PGD sample 10 image
[2024-04-07 07:25:11,195][INFO] --FGSM sample 11 image
[2024-04-07 07:25:11,776][INFO] --PGD sample 11 image
[2024-04-07 07:25:14,593][INFO] --FGSM sample 12 image
[2024-04-07 07:25:15,183][INFO] --PGD sample 12 image
[2024-04-07 07:25:18,002][INFO] --FGSM sample 13 image
[2024-04-07 07:25:18,588][INFO] --PGD sample 13 image
[2024-04-07 07:25:21,409][INFO] --FGSM sample 14 image
[2024-04-07 07:25:21,995][INFO] --PGD sample 14 image
[2024-04-07 07:25:24,815][INFO] --FGSM sample 15 image
[2024-04-07 07:25:25,400][INFO] --PGD sample 15 image
[2024-04-07 07:25:28,153][INFO] --FGSM sample 16 image
[2024-04-07 07:25:28,698][INFO] --PGD sample 16 image
[2024-04-07 07:25:31,500][INFO] --FGSM sample 17 image
[2024-04-07 07:25:32,088][INFO] --PGD sample 17 image
[2024-04-07 07:25:34,904][INFO] --FGSM sample 18 image
[2024-04-07 07:25:35,464][INFO] --PGD sample 18 image
[2024-04-07 07:25:38,241][INFO] --FGSM sample 19 image
[2024-04-07 07:25:38,827][INFO] --PGD sample 19 image
[2024-04-07 07:25:41,564][INFO] --FGSM sample 20 image
[2024-04-07 07:25:42,054][INFO] --PGD sample 20 image
[2024-04-07 07:25:44,860][INFO] --FGSM sample 21 image
[2024-04-07 07:25:45,445][INFO] --PGD sample 21 image
[2024-04-07 07:25:48,268][INFO] --FGSM sample 22 image
[2024-04-07 07:25:48,857][INFO] --PGD sample 22 image
[2024-04-07 07:25:51,681][INFO] --FGSM sample 23 image
[2024-04-07 07:25:52,267][INFO] --PGD sample 23 image
[2024-04-07 07:25:55,087][INFO] --FGSM sample 24 image
[2024-04-07 07:25:55,672][INFO] --PGD sample 24 image
[2024-04-07 07:25:58,490][INFO] --FGSM sample 25 image
[2024-04-07 07:25:59,089][INFO] --PGD sample 25 image
[2024-04-07 07:26:01,909][INFO] --FGSM sample 26 image
[2024-04-07 07:26:02,505][INFO] --PGD sample 26 image
[2024-04-07 07:26:05,319][INFO] --FGSM sample 27 image
[2024-04-07 07:26:05,904][INFO] --PGD sample 27 image
[2024-04-07 07:26:08,717][INFO] --FGSM sample 28 image
[2024-04-07 07:26:09,301][INFO] --PGD sample 28 image
[2024-04-07 07:26:12,128][INFO] --FGSM sample 29 image
[2024-04-07 07:26:12,724][INFO] --PGD sample 29 image
[2024-04-07 07:26:15,547][INFO] --FGSM sample 30 image
[2024-04-07 07:26:16,138][INFO] --PGD sample 30 image
[2024-04-07 07:26:18,959][INFO] --FGSM sample 31 image
[2024-04-07 07:26:19,554][INFO] --PGD sample 31 image
[2024-04-07 07:26:22,381][INFO] --FGSM sample 32 image
[2024-04-07 07:26:22,981][INFO] --PGD sample 32 image
[2024-04-07 07:26:25,803][INFO] --FGSM sample 33 image
[2024-04-07 07:26:26,391][INFO] --PGD sample 33 image
[2024-04-07 07:26:29,219][INFO] --FGSM sample 34 image
[2024-04-07 07:26:29,817][INFO] --PGD sample 34 image
[2024-04-07 07:26:32,647][INFO] --FGSM sample 35 image
[2024-04-07 07:26:33,235][INFO] --PGD sample 35 image
[2024-04-07 07:26:36,057][INFO] --FGSM sample 36 image
[2024-04-07 07:26:36,655][INFO] --PGD sample 36 image
[2024-04-07 07:26:39,479][INFO] --FGSM sample 37 image
[2024-04-07 07:26:40,075][INFO] --PGD sample 37 image
[2024-04-07 07:26:42,902][INFO] --FGSM sample 38 image
[2024-04-07 07:26:43,473][INFO] --PGD sample 38 image
[2024-04-07 07:26:46,300][INFO] --FGSM sample 39 image
[2024-04-07 07:26:46,890][INFO] --PGD sample 39 image
[2024-04-07 07:26:49,716][INFO] --FGSM sample 40 image
[2024-04-07 07:26:50,308][INFO] --PGD sample 40 image
[2024-04-07 07:26:53,136][INFO] --FGSM sample 41 image
[2024-04-07 07:26:53,728][INFO] --PGD sample 41 image
[2024-04-07 07:26:56,555][INFO] --FGSM sample 42 image
[2024-04-07 07:26:57,148][INFO] --PGD sample 42 image
[2024-04-07 07:26:59,974][INFO] --FGSM sample 43 image
[2024-04-07 07:27:00,562][INFO] --PGD sample 43 image
[2024-04-07 07:27:03,389][INFO] --FGSM sample 44 image
[2024-04-07 07:27:03,986][INFO] --PGD sample 44 image
[2024-04-07 07:27:06,813][INFO] --FGSM sample 45 image
[2024-04-07 07:27:07,411][INFO] --PGD sample 45 image
[2024-04-07 07:27:10,237][INFO] --FGSM sample 46 image
[2024-04-07 07:27:10,825][INFO] --PGD sample 46 image
[2024-04-07 07:27:13,656][INFO] --FGSM sample 47 image
[2024-04-07 07:27:14,229][INFO] --PGD sample 47 image
[2024-04-07 07:27:17,061][INFO] --FGSM sample 48 image
[2024-04-07 07:27:17,654][INFO] --PGD sample 48 image
[2024-04-07 07:27:20,484][INFO] --FGSM sample 49 image
[2024-04-07 07:27:21,086][INFO] --PGD sample 49 image
[2024-04-07 07:27:23,952][INFO] --FGSM sample 50 image
[2024-04-07 07:27:24,553][INFO] --PGD sample 50 image
[2024-04-07 07:27:27,406][INFO] --FGSM sample 51 image
[2024-04-07 07:27:27,994][INFO] --PGD sample 51 image
[2024-04-07 07:27:30,818][INFO] --FGSM sample 52 image
[2024-04-07 07:27:31,416][INFO] --PGD sample 52 image
[2024-04-07 07:27:34,265][INFO] --FGSM sample 53 image
[2024-04-07 07:27:34,866][INFO] --PGD sample 53 image
[2024-04-07 07:27:37,720][INFO] --FGSM sample 54 image
[2024-04-07 07:27:38,316][INFO] --PGD sample 54 image
[2024-04-07 07:27:41,179][INFO] --FGSM sample 55 image
[2024-04-07 07:27:41,782][INFO] --PGD sample 55 image
[2024-04-07 07:27:44,645][INFO] --FGSM sample 56 image
[2024-04-07 07:27:45,246][INFO] --PGD sample 56 image
[2024-04-07 07:27:48,096][INFO] --FGSM sample 57 image
[2024-04-07 07:27:48,687][INFO] --PGD sample 57 image
[2024-04-07 07:27:51,536][INFO] --FGSM sample 58 image
[2024-04-07 07:27:52,126][INFO] --PGD sample 58 image
[2024-04-07 07:27:54,978][INFO] --FGSM sample 59 image
[2024-04-07 07:27:55,574][INFO] --PGD sample 59 image
[2024-04-07 07:27:58,411][INFO] --FGSM sample 60 image
[2024-04-07 07:27:58,983][INFO] --PGD sample 60 image
[2024-04-07 07:28:01,817][INFO] --FGSM sample 61 image
[2024-04-07 07:28:02,407][INFO] --PGD sample 61 image
[2024-04-07 07:28:05,252][INFO] --FGSM sample 62 image
[2024-04-07 07:28:05,847][INFO] --PGD sample 62 image
[2024-04-07 07:28:08,709][INFO] --FGSM sample 63 image
[2024-04-07 07:28:09,307][INFO] --PGD sample 63 image
[2024-04-07 07:28:11,357][INFO] --FGSM sample 64 image
[2024-04-07 07:28:11,771][INFO] --PGD sample 64 image
[2024-04-07 07:28:13,752][INFO] --FGSM sample 65 image
[2024-04-07 07:28:14,167][INFO] --PGD sample 65 image
[2024-04-07 07:28:16,623][INFO] --FGSM sample 66 image
[2024-04-07 07:28:17,145][INFO] --PGD sample 66 image
[2024-04-07 07:28:19,636][INFO] --FGSM sample 67 image
[2024-04-07 07:28:20,136][INFO] --PGD sample 67 image
[2024-04-07 07:28:22,631][INFO] --FGSM sample 68 image
[2024-04-07 07:28:23,157][INFO] --PGD sample 68 image
[2024-04-07 07:28:25,635][INFO] --FGSM sample 69 image
[2024-04-07 07:28:26,163][INFO] --PGD sample 69 image
[2024-04-07 07:28:28,650][INFO] --FGSM sample 70 image
[2024-04-07 07:28:29,161][INFO] --PGD sample 70 image
[2024-04-07 07:28:31,654][INFO] --FGSM sample 71 image
[2024-04-07 07:28:32,176][INFO] --PGD sample 71 image
[2024-04-07 07:28:34,670][INFO] --FGSM sample 72 image
[2024-04-07 07:28:35,180][INFO] --PGD sample 72 image
[2024-04-07 07:28:37,710][INFO] --FGSM sample 73 image
[2024-04-07 07:28:40,719][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:28:40,719][INFO] --PGD sample 73 image
[2024-04-07 07:28:43,214][INFO] --FGSM sample 74 image
[2024-04-07 07:28:43,748][INFO] --PGD sample 74 image
[2024-04-07 07:28:46,234][INFO] --FGSM sample 75 image
[2024-04-07 07:28:46,758][INFO] --PGD sample 75 image
[2024-04-07 07:28:49,236][INFO] --FGSM sample 76 image
[2024-04-07 07:28:49,760][INFO] --PGD sample 76 image
[2024-04-07 07:28:52,256][INFO] --FGSM sample 77 image
[2024-04-07 07:28:52,760][INFO] --PGD sample 77 image
[2024-04-07 07:28:55,271][INFO] --FGSM sample 78 image
[2024-04-07 07:28:55,805][INFO] --PGD sample 78 image
[2024-04-07 07:28:58,297][INFO] --FGSM sample 79 image
[2024-04-07 07:28:58,826][INFO] --PGD sample 79 image
[2024-04-07 07:29:01,332][INFO] --FGSM sample 80 image
[2024-04-07 07:29:01,868][INFO] --PGD sample 80 image
[2024-04-07 07:29:04,349][INFO] --FGSM sample 81 image
[2024-04-07 07:29:04,882][INFO] --PGD sample 81 image
[2024-04-07 07:29:07,369][INFO] --FGSM sample 82 image
[2024-04-07 07:29:07,886][INFO] --PGD sample 82 image
[2024-04-07 07:29:10,379][INFO] --FGSM sample 83 image
[2024-04-07 07:29:13,373][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:29:13,373][INFO] --PGD sample 83 image
[2024-04-07 07:29:15,873][INFO] --FGSM sample 84 image
[2024-04-07 07:29:16,397][INFO] --PGD sample 84 image
[2024-04-07 07:29:18,885][INFO] --FGSM sample 85 image
[2024-04-07 07:29:19,409][INFO] --PGD sample 85 image
[2024-04-07 07:29:21,941][INFO] --FGSM sample 86 image
[2024-04-07 07:29:22,463][INFO] --PGD sample 86 image
[2024-04-07 07:29:24,963][INFO] --FGSM sample 87 image
[2024-04-07 07:29:25,499][INFO] --PGD sample 87 image
[2024-04-07 07:29:27,986][INFO] --FGSM sample 88 image
[2024-04-07 07:29:28,514][INFO] --PGD sample 88 image
[2024-04-07 07:29:31,032][INFO] --FGSM sample 89 image
[2024-04-07 07:29:31,582][INFO] --PGD sample 89 image
[2024-04-07 07:29:34,150][INFO] --FGSM sample 90 image
[2024-04-07 07:29:34,684][INFO] --PGD sample 90 image
[2024-04-07 07:29:37,239][INFO] --FGSM sample 91 image
[2024-04-07 07:29:37,775][INFO] --PGD sample 91 image
[2024-04-07 07:29:40,347][INFO] --FGSM sample 92 image
[2024-04-07 07:29:40,884][INFO] --PGD sample 92 image
[2024-04-07 07:29:43,473][INFO] --FGSM sample 93 image
[2024-04-07 07:29:44,027][INFO] --PGD sample 93 image
[2024-04-07 07:29:46,593][INFO] --FGSM sample 94 image
[2024-04-07 07:29:47,124][INFO] --PGD sample 94 image
[2024-04-07 07:29:49,693][INFO] --FGSM sample 95 image
[2024-04-07 07:29:50,239][INFO] --PGD sample 95 image
[2024-04-07 07:29:52,814][INFO] --FGSM sample 96 image
[2024-04-07 07:29:53,349][INFO] --PGD sample 96 image
[2024-04-07 07:29:55,937][INFO] --FGSM sample 97 image
[2024-04-07 07:29:56,476][INFO] --PGD sample 97 image
[2024-04-07 07:29:59,059][INFO] --FGSM sample 98 image
[2024-04-07 07:29:59,614][INFO] --PGD sample 98 image
[2024-04-07 07:30:02,212][INFO] --FGSM sample 99 image
[2024-04-07 07:30:02,753][INFO] --PGD sample 99 image
[2024-04-07 07:30:05,349][INFO] --FGSM sample 100 image
[2024-04-07 07:30:05,886][INFO] --PGD sample 100 image
[2024-04-07 07:30:10,470][INFO] --get the 3 part of the feature_lb and feature_ub
[2024-04-07 07:30:10,471][INFO] --sample the 4 part of the originalset
[2024-04-07 07:30:10,472][INFO] --FGSM sample 1 image
[2024-04-07 07:30:11,501][INFO] --PGD sample 1 image
[2024-04-07 07:30:13,906][INFO] --FGSM sample 2 image
[2024-04-07 07:30:14,910][INFO] --PGD sample 2 image
[2024-04-07 07:30:17,361][INFO] --FGSM sample 3 image
[2024-04-07 07:30:18,345][INFO] --PGD sample 3 image
[2024-04-07 07:30:20,783][INFO] --FGSM sample 4 image
[2024-04-07 07:30:21,287][INFO] --PGD sample 4 image
[2024-04-07 07:30:23,681][INFO] --FGSM sample 5 image
